"","X","Accees.to.Care","Education","Employment.Access","Labor.Force.Participation","Population.Density","Walkability","Spatial.Segregation","Income.Inequality","Affordability","Environmental","Food.Access","Townsend","Incarceration","Mobility","geoid"
"1123",1123,0.917,0.66,0.01,0.519,0.002,0.302,0.158,0.363,0.401,0.787,0.321,0.87,0.847732724320311,0.176,51173030301
"1124",1124,0.952,0.739,0.092,0.705,0.034,0.476,0.631,0.438,0.464,0.672,0.962,0.799,0.992334547043824,0.163,51550020909
"1125",1125,0.99,0.829,0.292,0.773,0.102,0.687,0.549,0.378,0.586,0.596,0.997,0.851,1.01775422008546,0.338,51059480505
"1126",1126,0.987,0.827,0.143,0.644,0.057,0.37,0.512,0.574,0.453,0.638,0.991,0.939,1.05591865989038,0.048,51059430101
"1127",1127,0.91,0.646,0.011,0.666,0.001,0.128,0.506,0.462,0.369,0.79,0.45,0.856,0.942797018429594,0.042,51057950800
"1128",1128,0.945,0.831,0.39,0.744,0.213,0.969,0.593,0.282,0.401,0.397,1,0.775,1.00106260422007,0.225,51510201802
"1129",1129,0.952,0.719,0.045,0.68,0.022,0.378,0.7,0.401,0.358,0.747,0.737,0.795,0.97529435124657,0.211,51550021503
"1130",1130,0.936,0.657,0.012,0.62,0.002,0.219,0.369,0.417,0.422,0.777,0.423,0.901,0.907933300249579,0.134,51031020500
"1131",1131,0.952,0.722,0.427,0.717,0.148,0.76,0.862,0.415,0.548,0.48,1,0.868,1.0512080804776,0.154,51013100800
"1132",1132,0.931,0.787,0.108,0.66,0.043,0.435,0.881,0.427,0.58,0.619,1,0.818,1.03322024043261,0.46,51059482505
"1133",1133,0.959,0.857,0.923,0.838,0.077,0.696,0.568,0.427,0.569,0.189,0.999,0.812,1.00773242869234,0.333,51013101601
"1134",1134,0.942,0.775,0.062,0.683,0.071,0.695,0.244,0.349,0.38,0.717,0.861,0.905,0.960324459706062,0.234,51810044008
"1135",1135,0.947,0.727,0.137,0.658,0.051,0.432,0.556,0.494,0.39,0.683,0.936,0.895,1.00982186724338,0.154,51810046002
"1136",1136,0.921,0.63,0.01,0.586,0.001,0.17,0.237,0.434,0.369,0.811,0.481,0.847,0.874358345375035,0.136,51139030500
"1137",1137,0.931,0.656,0.108,0.66,0.003,0.435,0.3,0.427,0.391,0.764,0.727,0.818,0.900000307305534,0.219,51155210600
"1138",1138,0.835,0.721,0.403,0.754,0.315,0.585,0.875,0.468,0.654,0.455,0.988,0.793,1.09788796654463,0.196,51013102803
"1139",1139,0.964,0.664,0.019,0.546,0.008,0.305,0.575,0.403,0.432,0.77,0.825,0.867,0.957026303688102,0.066,51009010402
"1140",1140,0.974,0.785,0.125,0.726,0.063,0.605,0.612,0.633,0.495,0.645,0.987,0.942,1.06377731248473,0.144,51059431300
"1141",1141,0.972,0.809,0.193,0.674,0.048,0.542,0.624,0.326,0.463,0.639,0.945,0.828,1.01216427491396,0.144,51059461100
"1142",1142,0.875,0.688,0.019,0.615,0.004,0.25,0.481,0.409,0.401,0.76,0.687,0.874,0.967445082476956,0.156,51069050801
"1143",1143,0.944,0.696,0.06,0.615,0.024,0.406,0.675,0.454,0.654,0.685,0.856,0.849,0.977391355340231,0.25,51177020304
"1144",1144,0.943,0.763,0.084,0.767,0.058,0.587,0.388,0.39,0.464,0.652,0.789,0.879,0.965690408939994,0.235,51770003100
"1145",1145,0.951,0.781,0.024,0.665,0.011,0.302,0.4,0.389,0.411,0.78,0.874,0.941,1.0081059604704,0.157,51095080307
"1146",1146,0.986,0.72,0.054,0.689,0.004,0.246,0.269,0.463,0.39,0.652,0.788,0.94,0.934102101603793,0.075,51085320801
"1147",1147,0.942,0.734,0.029,0.57,0.02,0.32,0.391,0.321,0.526,0.803,0.91,0.84,0.959478405527679,0.158,51790000401
"1148",1148,0.976,0.843,0.435,0.781,0.116,0.719,0.5,0.393,0.517,0.48,0.997,0.868,1.02639268063822,0.216,51013100900
"1149",1149,0.941,0.733,0.049,0.7,0.017,0.335,0.769,0.549,0.548,0.713,0.904,0.92,1.05776314556359,0.165,51177020312
"1150",1150,0.934,0.7,0.011,0.556,0,0.1,0.25,0.531,0.337,0.819,0.688,0.915,0.948061584700361,0.087,51171040400
"1151",1151,0.97,0.712,0.054,0.566,0.033,0.574,0.233,0.39,0.453,0.685,0.894,0.893,0.900726957167238,0.287,51775010200
"1152",1152,0.866,0.622,0.008,0.618,0.001,0.232,0.112,0.364,0.474,0.788,0.74,0.846,0.86985394824294,0.274,51071930400
"1153",1153,0.96,0.704,0.015,0.671,0.002,0.197,0.381,0.472,0.538,0.797,0.71,0.932,0.969340242899318,0.119,51047930104
"1154",1154,0.94,0.744,0.162,0.73,0.059,0.601,0.706,0.48,0.474,0.694,0.965,0.836,1.03492902207036,0.223,51550020814
"1155",1155,0.96,0.701,0.015,0.752,0.013,0.226,0.425,0.494,0.601,0.796,0.776,0.934,0.981922331610945,0.242,51177020408
"1156",1156,0.903,0.76,0.223,0.765,0.1,0.63,0.875,0.254,0.59,0.597,0.992,0.743,1.03107595391488,0.275,51059491601
"1157",1157,0.921,0.646,0.005,0.565,0.001,0.107,0.031,0.333,0.39,0.746,0.438,0.846,0.827965127394895,0.038,51169030500
"1158",1158,0.925,0.753,0.145,0.76,0.088,0.593,0.818,0.467,0.558,0.622,0.993,0.774,1.04109147051132,0.206,51059430901
"1159",1159,0.953,0.705,0.017,0.673,0.002,0.208,0.369,0.439,0.527,0.771,0.614,0.857,0.93362662324749,0.126,51099040200
"1160",1160,0.962,0.83,0.053,0.425,0.015,0.485,0.419,0.207,0.432,0.732,0.831,0.785,0.926856706751919,0.294,51830370100
"1161",1161,0.923,0.717,0.113,0.75,0.158,0.569,0.838,0.522,0.601,0.644,0.981,0.893,1.07251640628061,0.286,51059491402
"1162",1162,0.941,0.665,0.104,0.511,0.028,0.293,0.712,0.496,0.548,0.669,0.903,0.805,0.962073600974468,0.214,51041100817
"1163",1163,0.854,0.69,0.406,0.832,0.298,0.805,0.781,0.496,0.643,0.48,1,0.714,1.05645409411726,0.15,51510201204
"1164",1164,0.925,0.625,0.012,0.607,0.001,0.154,0.744,0.403,0.485,0.773,0.47,0.855,0.955368962029987,0.073,51036600200
"1165",1165,0.979,0.753,0.04,0.664,0.012,0.283,0.556,0.496,0.411,0.723,0.905,0.913,1.00645860530258,0.177,51041100937
"1166",1166,0.943,0.703,0.023,0.661,0.012,0.264,0.481,0.373,0.611,0.749,0.813,0.844,0.957528593173817,0.141,51047930203
"1167",1167,0.977,0.618,0.008,0.499,0,0.16,0.45,0.359,0.538,0.782,0.231,0.834,0.834095761450699,0.267,51183870100
"1168",1168,0.816,0.577,0.006,0.441,0.001,0.156,0.044,0.429,0.211,0.809,0.122,0.887,0.827094971251047,0.066,51027010700
"1169",1169,0.869,0.686,0.013,0.527,0.001,0.336,0.462,0.335,0.401,0.816,0.656,0.786,0.939377870451855,0.1,51103030200
"1170",1170,0.957,0.762,0.192,0.709,0.06,0.55,0.806,0.495,0.506,0.567,0.999,0.862,1.04752359235709,0.147,51059420800
"1171",1171,0.95,0.731,0.029,0.709,0.001,0.358,0.475,0.265,0.495,0.746,0.797,0.84,0.957752975771635,0.092,51107610900
"1172",1172,0.934,0.681,0.015,0.729,0.002,0.147,0.381,0.437,0.411,0.756,0.51,0.83,0.915360530598622,0.141,51069050700
"1173",1173,0.973,0.762,0.051,0.734,0.033,0.394,0.919,0.626,0.443,0.662,0.938,0.93,1.09506430999113,0.109,51153900801
"1174",1174,0.946,0.663,0.019,0.58,0.001,0.142,0.169,0.459,0.401,0.783,0.706,0.882,0.893308435672541,0.139,51155210202
"1175",1175,0.895,0.654,0.007,0.549,0.002,0.146,0.019,0.37,0.401,0.838,0.448,0.838,0.840502432956479,0.23,51191010900
"1176",1176,0.984,0.72,0.1,0.5,0.009,0.231,0.631,0.465,0.348,0.803,0.904,0.944,1.00630000615337,0.277,51810045433
"1177",1177,0.87,0.717,0.079,0.567,0.057,0.874,0.6,0.2,0.464,0.707,0.877,0.708,0.92637081883781,0.411,51660000205
"1178",1178,0.972,0.766,0.456,0.801,0.162,0.719,0.444,0.303,0.517,0.109,0.591,0.776,0.834927793885784,0.5,51760041200
"1179",1179,0.885,0.698,0.06,0.675,0.033,0.279,0.437,0.506,0.411,0.633,0.925,0.847,0.96614781682259,0.196,51550021402
"1180",1180,0.934,0.622,0.011,0.63,0.001,0.208,0.269,0.435,0.432,0.811,0.703,0.894,0.909125850815903,0.111,51165012000
"1181",1181,0.904,0.704,0.095,0.786,0.062,0.656,0.925,0.495,0.633,0.568,0.993,0.83,1.04437043194821,0.237,51153900302
"1182",1182,0.96,0.695,0.138,0.643,0.04,0.56,0.471,0.481,0.443,0.651,0.959,0.926,0.980486402036783,0.12,51810046204
"1183",1183,0.856,0.671,0.008,0.593,0.001,0.263,0.656,0.292,0.453,0.838,0.466,0.788,0.966549326133125,0.045,51001090700
"1184",1184,0.859,0.665,0.007,0.46,0.001,0.097,0.506,0.386,0.295,0.794,0.385,0.858,0.927326151562049,0.171,51147930302
"1185",1185,0.941,0.634,0.099,0.558,0.033,0.578,0.594,0.416,0.538,0.653,0.468,0.647,0.843463727928081,0.22,51650010503
"1186",1186,0.981,0.729,0.031,0.644,0.01,0.179,0.181,0.419,0.337,0.736,0.813,0.967,0.938177674504756,0.118,51199050402
"1187",1187,0.917,0.699,0.06,0.758,0.026,0.269,0.781,0.547,0.485,0.662,0.964,0.901,1.05710966103918,0.08,51041100206
"1188",1188,0.964,0.778,0.111,0.765,0.056,0.56,0.673,0.463,0.401,0.682,0.985,0.902,1.0581486999319,0.113,51810040404
"1189",1189,0.923,0.656,0.012,0.628,0.001,0.114,0.45,0.393,0.495,0.795,0.456,0.788,0.903894623066237,0.103,51137110105
"1190",1190,0.9,0.624,0.006,0.507,0.001,0.234,0.038,0.359,0.432,0.783,0.371,0.823,0.815544328065845,0.088,51051040300
"1191",1191,0.95,0.731,0.048,0.668,0.033,0.343,0.462,0.517,0.495,0.728,0.958,0.902,0.997856066824586,0.208,51199050303
"1192",1192,0.945,0.742,0.025,0.702,0.012,0.297,0.294,0.484,0.422,0.771,0.87,0.934,0.981502035718546,0.191,51019030104
"1193",1193,0.979,0.706,0.117,0.312,0.195,0.758,0.437,0.595,0.169,0.607,0.97,0.803,0.890176782218215,0.629,51660000206
"1194",1194,0.938,0.642,0.029,0.59,0.006,0.294,0.662,0.549,0.401,0.635,0.891,0.762,0.928052341744876,0.189,51590001301
"1195",1195,0.809,0.698,0.009,0.581,0.006,0.331,0.219,0.354,0.306,0.856,0.789,0.853,0.963264607900477,0.128,51001090101
"1196",1196,0.893,0.68,0.008,0.591,0.001,0.209,0.462,0.33,0.38,0.819,0.477,0.761,0.920658777368588,0.018,51133020200
"1197",1197,0.939,0.67,0.023,0.712,0.003,0.11,0.619,0.562,0.474,0.719,0.637,0.887,0.986277348658753,0.052,51041100702
"1198",1198,0.828,0.605,0.008,0.541,0.001,0.265,0.531,0.428,0.327,0.768,0.274,0.814,0.911035812738542,0.05,51117930101
"1199",1199,0.95,0.783,0.233,0.734,0.191,0.584,0.825,0.554,0.601,0.528,0.999,0.933,1.10253638936681,0.19,51059461801
"1200",1200,0.951,0.834,0.326,0.7,0.053,0.371,0.407,0.474,0.454,0.503,0.988,0.932,1.03391119821015,0.048,51059471304
"1201",1201,0.86,0.622,0.007,0.611,0.001,0.146,0.563,0.385,0.38,0.842,0.08,0.799,0.903814639113487,0.14,51001090800
"1202",1202,0.924,0.766,0.05,0.732,0.053,0.593,0.306,0.422,0.401,0.672,0.927,0.856,0.969649634073304,0.167,51810041803
"1203",1203,0.916,0.654,0.022,0.709,0.015,0.255,0.581,0.407,0.495,0.686,0.694,0.853,0.953179076926423,0.094,51053840300
"1204",1204,0.964,0.761,0.035,0.601,0.01,0.571,0.275,0.427,0.295,0.762,0.923,0.942,0.976089806218192,0.091,51019030103
"1205",1205,0.942,0.785,0.133,0.807,0.101,0.652,0.875,0.662,0.6,0.651,0.987,0.917,1.13118060920431,0.129,51059431002
"1206",1206,0.901,0.683,0.057,0.706,0.123,0.633,0.756,0.324,0.538,0.641,0.392,0.772,0.934311183845915,0.337,51710000202
"1207",1207,0.953,0.749,0.05,0.795,0.034,0.343,0.662,0.577,0.506,0.712,0.998,0.818,1.03105602470005,0.216,51041101012
"1208",1208,0.957,0.732,0.027,0.661,0.023,0.234,0.412,0.545,0.306,0.733,0.889,0.953,1.00490434387646,0.075,51069051103
"1209",1209,0.9,0.668,0.022,0.722,0.002,0.294,0.494,0.443,0.58,0.773,0.884,0.912,0.983035478014143,0.307,51061930705
"1210",1210,0.976,0.665,0.022,0.331,0.003,0.231,0.619,0.491,0.2,0.76,0.879,0.988,0.971043804016327,0.199,51550021104
"1211",1211,0.957,0.753,0.074,0.637,0.055,0.348,0.456,0.427,0.485,0.713,0.988,0.756,0.953298919194006,0.272,51161030702
"1212",1212,0.955,0.78,0.244,0.586,0.074,0.823,0.631,0.437,0.506,0.603,0.984,0.91,1.03043553410036,0.189,51600300500
"1213",1213,0.931,0.705,0.133,0.699,0.023,0.376,0.706,0.423,0.527,0.571,0.954,0.857,1.00087204304205,0.08,51087200801
"1214",1214,0.983,0.809,0.042,0.656,0.011,0.36,0.556,0.358,0.232,0.745,0.98,0.966,1.03345840081095,0.217,51800075104
"1215",1215,0.932,0.648,0.009,0.648,0.001,0.118,0.344,0.439,0.422,0.797,0.581,0.857,0.903438708034158,0.222,51093280400
"1216",1216,0.934,0.693,0.035,0.701,0.006,0.251,0.35,0.387,0.327,0.764,0.635,0.871,0.936310591489092,0.081,51165011400
"1217",1217,0.922,0.632,0.007,0.599,0,0.146,0.2,0.4,0.411,0.842,0.35,0.901,0.885435642488148,0.038,51063920201
"1218",1218,0.941,0.767,0.215,0.688,0.063,0.62,0.506,0.294,0.422,0.547,1,0.845,0.981564081806562,0.096,51059415100
"1219",1219,0.924,0.766,0.05,0.732,0.053,0.593,0.306,0.422,0.401,0.643,0.927,0.856,0.963944232746836,0.167,51810041804
"1220",1220,0.922,0.744,0.021,0.683,0.002,0.24,0.7,0.475,0.527,0.754,0.871,0.802,1.0107262216247,0.257,51099040100
"1221",1221,0.922,0.665,0.012,0.574,0.003,0.271,0.137,0.348,0.38,0.825,0.756,0.881,0.90164170013159,0.081,51197050301
"1222",1222,0.934,0.671,0.076,0.694,0.019,0.339,0.406,0.439,0.516,0.628,0.686,0.762,0.887910512162076,0.176,51770000601
"1223",1223,0.916,0.595,0.005,0.49,0,0.102,0.075,0.385,0.411,0.79,0.199,0.77,0.774484139719734,0.143,51169030300
"1224",1224,0.911,0.621,0.108,0.583,0,0.093,0.556,0.427,0.443,0.799,0.35,0.818,0.913076078758559,0.154,51175200200
"1225",1225,0.894,0.649,0.008,0.599,0.001,0.145,0.1,0.395,0.369,0.784,0.538,0.837,0.8578372194384,0.191,51191010700
"1226",1226,0.232,0.614,0.004,0.45,0.001,0.129,0.031,0.326,0.274,0.761,0.317,0.758,0.998282299647964,0.039,51105950600
"1227",1227,0.941,0.749,0.13,0.768,0.155,0.732,0.831,0.52,0.601,0.608,0.982,0.784,1.03823980716361,0.347,51059491401
"1228",1228,0.983,0.742,0.03,0.685,0.01,0.253,0.425,0.505,0.211,0.814,0.957,0.917,1.007405502221,0.1,51550021009
"1229",1229,0.939,0.676,0.015,0.679,0.008,0.236,0.406,0.531,0.411,0.771,0.876,0.928,0.988070256151526,0.034,51800075702
"1230",1230,0.889,0.628,0.007,0.491,0.001,0.177,0.156,0.348,0.422,0.801,0.501,0.917,0.87442800405546,0.127,51035080502
"1231",1231,0.927,0.714,0.157,0.653,0.076,0.607,0.575,0.391,0.548,0.532,0.678,0.833,0.945834930370961,0.131,51760010500
"1232",1232,0.94,0.7,0.048,0.745,0.028,0.238,0.625,0.581,0.485,0.65,0.725,0.889,0.993678917257986,0.164,51041100815
"1233",1233,0.939,0.71,0.188,0.709,0.016,0.473,0.65,0.39,0.506,0.496,0.809,0.892,0.964374296083122,0.194,51087200502
"1234",1234,0.921,0.716,0.151,0.689,0.078,0.693,0.619,0.358,0.495,0.56,0.972,0.791,0.967399940266698,0.19,51710003000
"1235",1235,0.931,0.709,0.108,0.66,0.005,0.435,0.55,0.427,0.422,0.675,0.756,0.818,0.949932993421952,0.21,51149850302
"1236",1236,0.955,0.664,0.031,0.642,0.009,0.224,0.581,0.393,0.443,0.735,0.902,0.754,0.927771960884419,0.199,51800075503
"1237",1237,0.906,0.611,0.008,0.472,0.001,0.237,0.512,0.396,0.453,0.773,0.506,0.851,0.902217328544504,0.113,51031020900
"1238",1238,0.92,0.727,0.008,0.519,0.001,0.199,0.069,0.327,0.348,0.779,0.551,0.941,0.887593917094691,0.23,51067020102
"1239",1239,0.94,0.639,0.053,0.66,0.071,0.511,0.562,0.372,0.506,0.722,0.95,0.573,0.871352378771615,0.326,51800065301
"1240",1240,0.967,0.753,0.042,0.637,0.004,0.25,0.385,0.309,0.433,0.758,0.791,0.908,0.963596075228113,0.118,51161030900
"1241",1241,0.841,0.625,0.007,0.452,0.001,0.115,0.088,0.337,0.432,0.804,0.248,0.816,0.828438825110437,0.111,51167030202
"1242",1242,0.976,0.796,0.171,0.689,0.026,0.282,0.694,0.538,0.411,0.637,0.977,0.87,1.05357689053155,0.064,51059490502
"1243",1243,0.966,0.764,0.073,0.724,0.097,0.244,0.794,0.551,0.58,0.677,0.889,0.866,1.06689286161586,0.108,51153901222
"1244",1244,0.935,0.672,0.154,0.695,0.067,0.424,0.669,0.478,0.538,0.661,0.962,0.787,0.980352722385829,0.224,51087200407
"1245",1245,0.971,0.82,0.229,0.723,0.081,0.637,0.781,0.457,0.495,0.585,0.962,0.881,1.06872296305909,0.183,51059461500
"1246",1246,0.95,0.682,0.14,0.709,0.021,0.535,0.594,0.457,0.432,0.633,0.977,0.903,0.984420663475008,0.199,51810045407
"1247",1247,0.948,0.678,0.027,0.657,0.002,0.178,0.306,0.393,0.358,0.765,0.738,0.867,0.912540356921047,0.194,51069050500
"1248",1248,0.955,0.702,0.012,0.587,0.002,0.237,0.15,0.461,0.369,0.771,0.644,0.925,0.904755608715836,0.163,51067020302
"1249",1249,0.99,0.813,0.39,0.679,0.084,0.811,0.561,0.416,0.532,0.546,0.996,0.872,1.00047762511885,0.42,51059482203
"1250",1250,0.832,0.641,0.016,0.56,0.015,0.57,0.286,0.391,0.245,0.791,0.135,0.781,0.847946681888109,0.265,51530930602
"1251",1251,0.981,0.819,0.331,0.8,0.067,0.642,0.475,0.527,0.569,0.611,0.969,0.934,1.05663611330751,0.145,51059482301
"1252",1252,0.943,0.736,0.283,0.702,0.081,0.654,0.732,0.428,0.506,0.593,0.858,0.877,1.02519323428755,0.204,51059460701
"1253",1253,0.937,0.594,0.009,0.583,0.001,0.075,0,0.45,0.337,0.803,0.351,0.786,0.789899071964986,0.11,51195931000
"1254",1254,0.949,0.71,0.016,0.581,0.003,0.315,0.4,0.435,0.443,0.779,0.857,0.856,0.958186885757006,0.065,51073100203
"1255",1255,0.942,0.669,0.026,0.636,0.008,0.316,0.35,0.453,0.611,0.743,0.808,0.876,0.931706207704965,0.159,51187020601
"1256",1256,0.866,0.7,0.009,0.468,0.001,0.214,0.4,0.406,0.39,0.812,0.558,0.863,0.949703479027365,0.1,51133020301
"1257",1257,0.952,0.671,0.009,0.604,0.002,0.131,0.256,0.441,0.316,0.762,0.566,0.858,0.884171982682543,0.161,51143011002
"1258",1258,0.982,0.868,0.392,0.863,0.156,0.701,0.494,0.558,0.601,0.31,1,0.922,1.0443924261781,0.179,51013102901
"1259",1259,0.966,0.755,0.252,0.567,0.059,0.511,0.619,0.452,0.495,0.555,0.998,0.842,0.98944729887342,0.172,51059451000
"1260",1260,0.934,0.69,0.2,0.653,0.042,0.654,0.719,0.447,0.538,0.58,0.955,0.79,0.977474045723654,0.162,51087200305
"1261",1261,0.922,0.75,0.23,0.738,0.066,0.652,0.925,0.515,0.559,0.589,0.999,0.803,1.07558140027685,0.087,51059421001
"1262",1262,0.958,0.693,0.105,0.751,0.129,0.675,0.781,0.549,0.464,0.709,0.992,0.828,1.026205180192,0.358,51810046017
"1263",1263,0.982,0.857,0.179,0.816,0.058,0.677,0.399,0.485,0.526,0.622,0.997,0.943,1.05310667787133,0.103,51059480504
"1264",1264,0.96,0.784,0.15,0.748,0.117,0.74,0.65,0.484,0.527,0.566,0.999,0.853,1.02883879383718,0.211,51059491501
"1265",1265,0.975,0.811,0.142,0.707,0.091,0.559,0.669,0.607,0.517,0.655,0.998,0.931,1.08049067797621,0.212,51059430201
"1266",1266,0.95,0.849,0.338,0.806,0.105,0.8,0.637,0.389,0.548,0.405,1,0.806,1.02038389507265,0.226,51510200703
"1267",1267,0.882,0.679,0.01,0.598,0.001,0.199,0.2,0.375,0.432,0.821,0.578,0.874,0.913396052006342,0.151,51163930101
"1268",1268,0.919,0.647,0.014,0.597,0.004,0.186,0.45,0.472,0.295,0.733,0.389,0.837,0.902809056513545,0.057,51089010602
"1269",1269,0.949,0.67,0.077,0.659,0.049,0.571,0.406,0.533,0.485,0.705,0.993,0.913,0.976737368211091,0.111,51740212900
"1270",1270,0.952,0.738,0.145,0.741,0.104,0.693,0.938,0.494,0.58,0.579,0.985,0.928,1.0891665928073,0.112,51059432702
"1271",1271,0.893,0.626,0.008,0.595,0,0.17,0.469,0.383,0.274,0.806,0.326,0.797,0.897192984694996,0.03,51049930101
"1272",1272,0.961,0.745,0.074,0.724,0.03,0.41,0.356,0.554,0.569,0.673,0.915,0.985,1.01130770855708,0.08,51177020107
"1273",1273,0.967,0.767,0.143,0.704,0.043,0.585,0.333,0.446,0.443,0.591,0.983,0.935,0.984835360487127,0.066,51087200201
"1274",1274,0.972,0.824,0.389,0.82,0.238,0.685,0.619,0.422,0.58,0.513,1,0.871,1.06928413126927,0.231,51510201202
"1275",1275,0.97,0.799,0.097,0.813,0.045,0.36,0.824,0.564,0.516,0.67,0.992,0.904,1.08254492312365,0.344,51107611030
"1276",1276,0.933,0.741,0.082,0.733,0.037,0.372,0.769,0.553,0.37,0.748,0.9,0.913,1.08120148523034,0.088,51650010307
"1277",1277,0.968,0.78,0.113,0.569,0.014,0.443,0.625,0.227,0.495,0.735,0.956,0.797,0.980864577521546,0.189,51003010802
"1278",1278,0.998,0.824,0.03,0.749,0.028,0.373,0.375,0.545,0.358,0.739,0.935,0.961,1.03831085172378,0.078,51041101008
"1279",1279,0.959,0.784,0.051,0.481,0.014,0.342,0.451,0.271,0.307,0.734,0.954,0.924,0.985173766451528,0.129,51095080103
"1280",1280,0.885,0.623,0.008,0.556,0.001,0.112,0.437,0.342,0.316,0.78,0.313,0.834,0.882090043657036,0.138,51143010302
"1281",1281,0.232,0.689,0.007,0.451,0,0.116,0.131,0.367,0.306,0.838,0.42,0.916,1.10609044519931,0.159,51163930200
"1282",1282,0.942,0.686,0.063,0.713,0.019,0.37,0.706,0.507,0.485,0.699,0.817,0.886,1.00495190458639,0.18,51041100919
"1283",1283,0.905,0.682,0.01,0.532,0.001,0.273,0.356,0.398,0.443,0.783,0.423,0.844,0.907939137392203,0.071,51133020100
"1284",1284,0.95,0.67,0.02,0.58,0.006,0.246,0.537,0.364,0.337,0.725,0.61,0.868,0.91623812587431,0.231,51590001400
"1285",1285,0.912,0.641,0.017,0.625,0.002,0.199,0.468,0.418,0.464,0.778,0.433,0.815,0.908507726382748,0.095,51009010600
"1286",1286,0.993,0.892,0.359,0.704,0.175,0.957,0.288,0.519,0.39,0.47,1,0.964,1.04457197202975,0.101,51510202001
"1287",1287,0.91,0.638,0.011,0.613,0.001,0.26,0.634,0.424,0.506,0.746,0.47,0.729,0.895746791977575,0.242,51135000101
"1288",1288,0.888,0.636,0.007,0.492,0.001,0.056,0.425,0.38,0.253,0.774,0.135,0.907,0.891599545795449,0.073,51083930202
"1289",1289,0.976,0.789,0.081,0.726,0.045,0.34,0.588,0.234,0.443,0.675,0.951,0.875,0.993682837033317,0.276,51087200134
"1290",1290,0.946,0.66,0.043,0.727,0.04,0.187,0.806,0.455,0.601,0.71,0.856,0.884,1.01645530974268,0.17,51177020307
"1291",1291,0.92,0.672,0.008,0.584,0.001,0.08,0.462,0.485,0.432,0.818,0.61,0.851,0.943107097780206,0.196,51800075803
"1292",1292,0.888,0.659,0.007,0.492,0.001,0.168,0.126,0.385,0.441,0.81,0.389,0.945,0.891357877096578,0.071,51005080100
"1293",1293,0.939,0.718,0.039,0.716,0.021,0.304,0.706,0.527,0.373,0.742,0.978,0.883,1.04492210205085,0.113,51199051100
"1294",1294,0.941,0.701,0.11,0.683,0.023,0.42,0.575,0.477,0.495,0.564,0.995,0.927,0.995078181849188,0.088,51087200802
"1295",1295,0.877,0.622,0.007,0.545,0.001,0.108,0.462,0.374,0.274,0.773,0.166,0.841,0.884819679367061,0.063,51083930203
"1296",1296,0.933,0.668,0.014,0.641,0.002,0.152,0.194,0.398,0.348,0.801,0.619,0.861,0.890911091144531,0.168,51165010600
"1297",1297,0.843,0.658,0.008,0.539,0,0.189,0.087,0.378,0.369,0.872,0.622,0.882,0.914924591244097,0.076,51171040201
"1298",1298,0.802,0.659,0.009,0.502,0,0.228,0.306,0.204,0.274,0.848,0.587,0.798,0.912225681947753,0.108,51185020700
"1299",1299,0.942,0.676,0.012,0.663,0.002,0.151,0.15,0.472,0.358,0.797,0.492,0.936,0.903009486519217,0.151,51171040300
"1300",1300,0.96,0.829,0.278,0.766,0.07,0.393,0.681,0.466,0.569,0.611,0.967,0.924,1.08004146517377,0.251,51059481702
"1301",1301,0.959,0.712,0.065,0.567,0.014,0.7,0.356,0.413,0.474,0.695,0.933,0.807,0.904733022388073,0.303,51680001800
"1302",1302,0.939,0.668,0.011,0.611,0.001,0.143,0.187,0.436,0.422,0.803,0.54,0.9,0.89739723114367,0.126,51067020501
"1303",1303,0.916,0.682,0.198,0.793,0.037,0.378,0.863,0.464,0.569,0.573,0.986,0.85,1.03925582604249,0.125,51107611702
"1304",1304,0.967,0.781,0.035,0.577,0.002,0.254,0.3,0.223,0.179,0.717,0.821,0.936,0.946769060072872,0.106,51075400102
"1305",1305,0.971,0.791,0.194,0.641,0.042,0.552,0.688,0.462,0.474,0.618,0.891,0.911,1.04276001909562,0.089,51059440800
"1306",1306,0.97,0.719,0.037,0.546,0.024,0.333,0.288,0.422,0.432,0.766,0.959,0.825,0.922196732462212,0.209,51165011500
"1307",1307,0.921,0.697,0.017,0.652,0.001,0.116,0.069,0.377,0.569,0.79,0.752,0.849,0.89695000045097,0.13,51043010300
"1308",1308,0.976,0.78,0.059,0.78,0.057,0.385,0.806,0.547,0.517,0.685,0.853,0.907,1.07884028557217,0.083,51153901011
"1309",1309,0.903,0.636,0.177,0.673,0.092,0.691,0.75,0.52,0.474,0.64,0.99,0.781,0.987664947722886,0.262,51810041004
"1310",1310,0.957,0.717,0.137,0.715,0.049,0.699,0.719,0.437,0.506,0.633,0.983,0.824,0.988225636690257,0.333,51550020911
"1311",1311,0.984,0.826,0.11,0.744,0.028,0.423,0.655,0.473,0.295,0.696,0.974,0.891,1.04539545159636,0.303,51087200148
"1312",1312,0.951,0.74,0.057,0.754,0.101,0.58,0.688,0.392,0.485,0.605,0.994,0.752,0.972275544110476,0.338,51810041801
"1313",1313,0.969,0.761,0.26,0.634,0.037,0.961,0.362,0.326,0.474,0.466,0.956,0.9,0.927299072247001,0.21,51087200301
"1314",1314,0.992,0.873,0.186,0.561,0.013,0.323,0.488,0.327,0.274,0.628,0.969,0.978,1.0393669452048,0.067,51059480302
"1315",1315,0.986,0.863,0.578,0.864,0.266,0.809,0.612,0.503,0.59,0.492,0.999,0.855,1.09671923298555,0.279,51013101402
