"","X","Accees.to.Care","Education","Employment.Access","Labor.Force.Participation","Population.Density","Walkability","Spatial.Segregation","Income.Inequality","Affordability","Environmental","Food.Access","Townsend","Incarceration","Mobility","geoid"
"183",183,0.835,0.721,0.403,0.754,0.315,0.585,0.875,0.468,0.654,0.47,0.988,0.793,1.10083903619625,0.196,51013102804
"184",184,0.926,0.647,0.066,0.787,0.072,0.312,0.775,0.48,0.58,0.636,0.891,0.763,0.965817305793498,0.354,51041100212
"185",185,0.967,0.75,0.188,0.537,0.043,0.697,0.494,0.401,0.496,0.359,0.864,0.749,0.866838527773982,0.278,51760010202
"186",186,0.914,0.634,0.043,0.55,0.006,0.635,0.569,0.434,0.495,0.71,0.763,0.744,0.902696230545302,0.191,51009010506
"187",187,0.866,0.644,0.016,0.62,0.003,0.379,0.556,0.369,0.379,0.735,0.726,0.831,0.948603365035665,0.131,51117930202
"188",188,0.88,0.69,0.16,0.765,0.064,0.749,0.806,0.458,0.643,0.55,0.961,0.649,0.945245972326016,0.55,51087200412
"189",189,0.939,0.609,0.072,0.473,0.049,0.504,0.494,0.368,0.538,0.623,0.987,0.541,0.820290358539307,0.146,51590000600
"190",190,0.912,0.85,0.774,0.851,0.693,0.717,0.688,0.38,0.611,0.36,0.999,0.677,1.12538870331014,0.317,51013101805
"191",191,0.893,0.644,0.146,0.63,0.114,0.757,0.231,0.347,0.559,0.516,0.789,0.661,0.821258212036855,0.22,51760010800
"192",192,0.899,0.651,0.013,0.529,0.002,0.36,0.562,0.323,0.422,0.785,0.35,0.678,0.864596180991075,0.18,51147930101
"193",193,0.899,0.626,0.041,0.589,0.049,0.197,0.344,0.408,0.59,0.541,0.954,0.658,0.84223503856211,0.144,51670820700
"194",194,0.974,0.778,0.21,0.502,0.094,0.595,0.756,0.471,0.453,0.635,0.997,0.8,1.0071526685234,0.336,51059440503
"195",195,0.931,0.77,0.156,0.465,0.226,0.868,0.825,0.163,0.577,0.588,0.759,0.567,0.901229612755214,0.614,51710002600
"196",196,0.875,0.685,0.181,0.669,0.058,0.673,0.512,0.28,0.601,0.549,0.929,0.669,0.888287829374573,0.393,51770001200
"197",197,0.932,0.646,0.043,0.571,0.039,0.395,0.569,0.453,0.58,0.585,0.969,0.732,0.905551938014741,0.153,51570830200
"198",198,0.89,0.708,0.084,0.835,0.155,0.568,0.544,0.51,0.548,0.667,0.987,0.703,0.967748355285197,0.517,51810044006
"199",199,0.96,0.692,0.047,0.588,0.041,0.439,0.6,0.413,0.538,0.665,0.372,0.773,0.891685466748795,0.215,51041100410
"200",200,0.936,0.65,0.078,0.593,0.084,0.65,0.276,0.322,0.6,0.68,0.816,0.681,0.848932341664865,0.146,51700030300
"201",201,0.877,0.737,0.309,0.721,0.114,0.559,0.9,0.354,0.633,0.511,0.992,0.702,1.02749763318907,0.207,51059451602
"202",202,0.989,0.759,0.084,0.721,0.012,0.614,0.85,0.487,0.506,0.655,0.502,0.754,0.955785172668042,0.374,51059416200
"203",203,0.895,0.651,0.026,0.607,0.013,0.339,0.594,0.437,0.358,0.671,0.796,0.788,0.930749028767243,0.208,51089010100
"204",204,0.836,0.715,0.31,0.847,0.397,0.86,0.897,0.549,0.685,0.37,0.959,0.611,1.05245270136491,0.172,51510200406
"205",205,0.875,0.649,0.105,0.512,0.049,0.677,0.338,0.407,0.517,0.609,0.911,0.673,0.865921915915306,0.15,51770002400
"206",206,0.834,0.649,0.211,0.719,0.089,0.701,0.775,0.39,0.633,0.545,1,0.561,0.928147089404288,0.395,51087200418
"207",207,0.82,0.529,0.096,0.735,0.105,0.422,0.55,0.428,0.611,0.655,0.416,0.709,0.884723408060117,0.104,51153901702
"208",208,0.914,0.755,0.411,0.856,0.256,0.824,0.838,0.495,0.643,0.528,0.981,0.665,1.04069759031436,0.417,51059471301
"209",209,0.869,0.642,0.041,0.749,0.068,0.548,0.794,0.493,0.675,0.656,1,0.572,0.944109748064551,0.328,51153900901
"210",210,0.88,0.627,0.13,0.638,0.066,0.626,0.594,0.337,0.611,0.598,0.964,0.696,0.906079285170571,0.277,51760071002
"211",211,0.896,0.705,0.117,0.593,0.023,0.338,0.606,0.396,0.474,0.621,0.516,0.714,0.904366174142661,0.252,51041100907
"212",212,0.889,0.777,0.137,0.767,0.086,0.758,0.912,0.548,0.643,0.493,0.985,0.753,1.01836162161873,0.624,51059491202
"213",213,0.9,0.635,0.09,0.628,0.071,0.727,0.681,0.421,0.59,0.532,0.972,0.618,0.882817418045914,0.331,51740212400
"214",214,0.939,0.803,0.704,0.879,0.17,0.797,0.644,0.344,0.622,0.387,1,0.762,1.02351367017523,0.341,51013101803
"215",215,0.97,0.645,0.053,0.5,0.013,0.304,0.569,0.362,0.401,0.638,0.928,0.731,0.866115077049625,0.319,51590001100
"216",216,0.894,0.631,0.089,0.574,0.047,0.632,0.598,0.375,0.56,0.625,0.908,0.708,0.905469700493712,0.198,51770000100
"217",217,0.944,0.712,0.053,0.791,0.041,0.486,0.719,0.551,0.38,0.707,0.967,0.864,1.03499151356301,0.192,51800075103
"218",218,0.912,0.589,0.007,0.483,0.001,0.17,0.069,0.393,0.432,0.793,0.748,0.678,0.780977338663929,0.28,51185020900
"219",219,0.906,0.706,0.142,0.496,0.053,0.59,0.563,0.246,0.517,0.488,0.996,0.544,0.855068253590661,0.133,51087200700
"220",220,0.972,0.849,0.583,0.764,0.727,0.858,0.625,0.493,0.601,0.503,0.998,0.688,1.10278179707314,0.497,51013101407
"221",221,0.901,0.644,0.084,0.67,0.104,0.471,0.719,0.353,0.591,0.641,0.953,0.617,0.917593689817829,0.318,51700032212
"222",222,0.944,0.814,0.297,0.865,0.33,0.705,0.794,0.551,0.59,0.623,1,0.709,1.0923391229483,0.379,51059481102
"223",223,0.987,0.729,0.035,0.785,0.014,0.323,0.787,0.497,0.633,0.575,0.518,0.762,0.917512355172404,0.497,51153901101
"224",224,0.968,0.803,0.28,0.824,0.217,0.894,0.4,0.388,0.654,0.341,1,0.714,0.913293739385613,0.478,51760040600
"225",225,0.906,0.684,0.161,0.715,0.12,0.684,0.631,0.251,0.601,0.687,0.915,0.729,0.958791764177127,0.282,51540000501
"226",226,0.925,0.727,0.349,0.832,0.275,0.615,0.9,0.484,0.633,0.427,0.986,0.708,1.0333414093434,0.313,51510200301
"227",227,0.968,0.762,0.145,0.703,0.036,0.72,0.856,0.501,0.496,0.571,0.903,0.831,1.03205100183576,0.099,51059422000
"228",228,0.888,0.633,0.007,0.555,0,0.221,0.469,0.34,0.285,0.789,0.346,0.781,0.884350836370761,0.075,51037930101
"229",229,0.976,0.883,0.56,0.819,0.189,0.782,0.688,0.456,0.58,0.291,1,0.734,1.00650940220102,0.522,51013103405
"230",230,0.907,0.647,0.039,0.642,0.027,0.358,0.45,0.385,0.696,0.696,0.738,0.777,0.911947027873218,0.12,51187020400
"231",231,0.945,0.673,0.05,0.682,0.033,0.428,0.678,0.401,0.577,0.726,0.872,0.694,0.921943507860919,0.418,51830370200
"232",232,0.884,0.681,0.044,0.705,0.073,0.708,0.725,0.403,0.559,0.58,0.812,0.705,0.92734855780582,0.43,51710000300
"233",233,0.94,0.613,0.035,0.591,0.042,0.331,0.744,0.365,0.611,0.589,0.639,0.628,0.860895265782424,0.134,51670820600
"234",234,0.885,0.673,0.068,0.625,0.067,0.823,0.531,0.358,0.538,0.658,0.952,0.642,0.904742108918674,0.256,51650011300
"235",235,0.924,0.698,0.118,0.73,0.078,0.729,0.688,0.433,0.59,0.688,0.826,0.559,0.900421336926549,0.543,51650010316
"236",236,0.858,0.606,0.117,0.703,0.059,0.722,0.781,0.42,0.559,0.58,0.692,0.738,0.937386481898899,0.201,51770000500
"237",237,0.892,0.694,0.039,0.773,0.12,0.582,0.681,0.401,0.579,0.542,0.516,0.712,0.90526767187027,0.456,51710000400
"238",238,0.869,0.617,0.209,0.486,0.07,0.749,0.3,0.394,0.569,0.484,0.998,0.654,0.827747347845687,0.224,51760010900
"239",239,0.816,0.563,0.067,0.699,0.056,0.322,0.806,0.48,0.58,0.528,0.807,0.605,0.900289763698581,0.254,51041100405
"240",240,0.935,0.625,0.023,0.592,0.01,0.32,0.487,0.245,0.327,0.787,0.912,0.758,0.903812557120878,0.087,51640070102
"241",241,0.934,0.684,0.141,0.586,0.075,0.622,0.731,0.417,0.633,0.597,0.996,0.587,0.898417994012569,0.454,51760071003
"242",242,0.844,0.611,0.128,0.77,0.224,0.701,0.794,0.464,0.685,0.604,0.985,0.643,0.987309401241468,0.213,51059421600
"243",243,0.939,0.69,0.087,0.73,0.013,0.621,0.581,0.298,0.548,0.687,0.708,0.751,0.915934691684638,0.251,51650010314
"244",244,0.954,0.638,0.054,0.533,0.029,0.456,0.556,0.357,0.463,0.647,0.914,0.649,0.8644522043635,0.144,51590000200
"245",245,0.964,0.703,0.054,0.434,0.014,0.258,0.202,0.205,0.474,0.723,0.25,0.681,0.755452460427663,0.393,51121020202
"246",246,0.819,0.648,0.105,0.794,0.126,0.743,0.873,0.523,0.652,0.624,0.992,0.645,1.02325760448737,0.148,51059421800
"247",247,0.957,0.737,0.05,0.476,0.042,0.918,0.566,0.356,0.505,0.741,0.997,0.732,0.926150822013846,0.398,51660000401
"248",248,0.815,0.618,0.174,0.747,0.183,0.782,1,0.353,0.654,0.593,0.982,0.429,0.954175386373714,0.26,51059421400
"249",249,0.924,0.773,0.359,0.739,0.112,0.671,0.856,0.428,0.633,0.618,0.931,0.593,1.00428371053966,0.363,51059482201
"250",250,0.857,0.652,0.021,0.521,0.017,0.395,0.519,0.227,0.264,0.685,0.996,0.617,0.87245671769335,0.256,51595890200
"251",251,0.929,0.651,0.16,0.683,0.085,0.735,0.394,0.37,0.538,0.565,0.96,0.765,0.894996164710812,0.203,51710003300
"252",252,0.899,0.727,0.363,0.815,0.904,0.435,0.631,0.453,0.749,0.414,0.979,0.531,1.06124552737598,0.17,51510200105
"253",253,0.895,0.639,0.104,0.669,0.06,0.602,0.587,0.484,0.516,0.6,0.979,0.747,0.92966194335673,0.304,51840000301
"254",254,0.946,0.758,0.086,0.409,0.068,0.842,0.494,0.218,0.411,0.684,0.901,0.648,0.846442978552828,0.716,51660000207
"255",255,0.912,0.636,0.009,0.493,0,0.18,0.275,0.33,0.316,0.805,0.406,0.78,0.83730112061409,0.2,51141030102
"256",256,0.875,0.679,0.049,0.737,0.153,0.665,0.769,0.418,0.58,0.625,0.531,0.625,0.913480621003619,0.504,51710000201
"257",257,0.875,0.563,0.074,0.67,0.017,0.466,0.712,0.46,0.59,0.526,0.684,0.74,0.89312857153603,0.101,51041100300
"258",258,0.864,0.73,0.109,0.866,0.037,0.327,0.956,0.507,0.633,0.618,0.944,0.704,1.03431779758735,0.456,51107611002
"259",259,0.869,0.721,0.24,0.717,0.181,0.727,0.921,0.429,0.642,0.551,0.895,0.73,1.05595485828885,0.082,51059461901
"260",260,0.929,0.778,0.31,0.75,0.561,0.522,0.819,0.536,0.622,0.462,0.938,0.795,1.12322048473802,0.134,51510200407
"261",261,0.808,0.623,0.13,0.762,0.082,0.398,0.775,0.48,0.633,0.599,0.975,0.68,0.987411221003595,0.224,51153900503
"262",262,0.931,0.608,0.041,0.622,0.032,0.332,0.575,0.431,0.612,0.631,0.71,0.595,0.84283107091234,0.173,51730810300
"263",263,0.808,0.623,0.13,0.762,0.082,0.398,0.775,0.48,0.633,0.618,0.975,0.68,0.991149242562315,0.224,51153900504
"264",264,0.911,0.62,0.049,0.6,0.041,0.303,0.412,0.414,0.453,0.609,0.917,0.634,0.848377862186368,0.154,51590000300
"265",265,0.859,0.643,0.04,0.69,0.013,0.431,0.775,0.362,0.664,0.726,0.927,0.712,0.974835162890495,0.212,51047930300
"266",266,0.948,0.728,0.166,0.804,0.104,0.833,0.706,0.447,0.59,0.671,0.963,0.677,0.958499103409392,0.585,51700032134
"267",267,0.883,0.666,0.072,0.763,0.129,0.512,0.881,0.509,0.664,0.669,0.989,0.663,1.01720106227534,0.186,51153900407
"268",268,0.86,0.626,0.209,0.788,0.114,0.348,0.812,0.526,0.611,0.56,0.995,0.868,1.04184013725774,0.202,51107611602
"269",269,0.886,0.643,0.138,0.665,0.069,0.757,0.644,0.363,0.559,0.597,0.944,0.661,0.906668661486435,0.339,51550020700
"270",270,0.856,0.571,0.111,0.656,0.046,0.602,0.625,0.446,0.59,0.592,0.796,0.705,0.888658982312508,0.294,51760070700
"271",271,0.884,0.606,0.048,0.679,0.06,0.378,0.338,0.398,0.59,0.742,0.833,0.489,0.805921882105845,0.429,51800065402
"272",272,0.92,0.759,0.303,0.838,0.189,0.938,0.462,0.294,0.569,0.375,0.915,0.732,0.902644096002132,0.616,51760041100
"273",273,0.914,0.711,0.305,0.794,0.11,0.897,0.787,0.446,0.548,0.501,0.972,0.793,1.02194183837397,0.141,51059450300
"274",274,0.923,0.719,0.025,0.355,0.044,0.739,0.543,0.26,0.285,0.761,0.973,0.874,0.957051564161191,0.244,51678980000
"275",275,0.95,0.731,0.174,0.73,0.049,0.515,0.625,0.491,0.548,0.601,0.955,0.791,0.967479319094375,0.413,51087200131
"276",276,0.913,0.6,0.028,0.552,0.021,0.335,0.356,0.354,0.485,0.701,0.044,0.643,0.758855700989296,0.242,51520020300
"277",277,0.921,0.801,0.516,0.821,0.223,0.61,0.844,0.539,0.643,0.447,1,0.8,1.09444350180606,0.314,51013103200
"278",278,0.86,0.604,0.133,0.761,0.098,0.638,0.819,0.467,0.633,0.601,0.972,0.687,0.972972985792356,0.208,51153901704
"279",279,0.904,0.711,0.442,0.741,0.194,0.794,0.787,0.45,0.58,0.47,1,0.718,1.01734146653672,0.206,51013102600
"280",280,0.885,0.622,0.234,0.627,0.052,0.658,0.213,0.374,0.58,0.429,0.506,0.471,0.721797898734155,0.209,51710005000
"281",281,0.882,0.638,0.155,0.69,0.138,0.63,0.569,0.404,0.517,0.555,0.952,0.743,0.931594967725301,0.28,51710003200
"282",282,0.985,0.735,0.111,0.797,0.009,0.447,0.794,0.541,0.58,0.647,0.677,0.691,0.93689559946673,0.512,51059421900
"283",283,0,0.617,0.005,0.523,0.001,0.235,0.156,0.36,0.306,0.767,0.472,0.834,1.13043822347971,0.146,51105950500
"284",284,0.922,0.704,0.096,0.716,0.13,0.661,0.869,0.486,0.506,0.681,0.999,0.828,1.06367193355807,0.123,51810046013
"285",285,0.922,0.648,0.125,0.619,0.034,0.497,0.444,0.425,0.569,0.511,0.962,0.742,0.87198833915656,0.279,51087201103
"286",286,0.91,0.667,0.095,0.715,0.083,0.368,0.769,0.448,0.517,0.708,0.981,0.724,0.991926055700328,0.25,51700031604
"287",287,0.88,0.632,0.04,0.663,0.048,0.55,0.556,0.495,0.696,0.656,0.891,0.652,0.897753867081437,0.346,51187020500
"288",288,0.925,0.662,0.058,0.623,0.049,0.504,0.588,0.456,0.58,0.613,0.812,0.689,0.90741406942866,0.132,51570830400
"289",289,0.94,0.73,0.053,0.697,0.036,0.748,0.675,0.34,0.485,0.681,0.886,0.746,0.939111603016451,0.497,51680001601
"290",290,0.966,0.749,0.186,0.536,0.044,0.694,0.496,0.397,0.496,0.482,0.867,0.744,0.890106790619095,0.274,51760010201
"291",291,0.985,0.874,0.622,0.819,0.589,0.949,0.654,0.508,0.559,0.394,0.998,0.693,1.09951457021136,0.252,51013101406
"292",292,0.952,0.644,0.024,0.638,0.004,0.064,0.325,0.365,0.517,0.789,0.362,0.734,0.833954375025764,0.243,51800075601
"293",293,0.885,0.603,0.02,0.53,0.002,0.303,0.312,0.383,0.464,0.787,0.411,0.769,0.836552505073492,0.273,51173030600
"294",294,0.941,0.823,0.058,0.595,0.015,0.676,0.519,0.21,0.432,0.727,0.885,0.794,0.955769453356108,0.425,51121020702
"295",295,0.794,0.674,0.23,0.796,0.336,0.714,0.825,0.546,0.622,0.514,0.949,0.577,1.02730164310109,0.264,51059452302
"296",296,0.949,0.689,0.091,0.722,0.079,0.551,0.594,0.408,0.517,0.709,0.852,0.644,0.923193456510442,0.237,51650010309
"297",297,0.948,0.77,0.156,0.727,0.164,0.32,0.856,0.519,0.59,0.596,0.961,0.703,1.02516998167575,0.356,51087200125
"298",298,0.893,0.672,0.177,0.662,0.044,0.739,0.4,0.405,0.601,0.531,1,0.657,0.873610987416828,0.289,51760020900
"299",299,0.879,0.672,0.092,0.75,0.055,0.689,0.531,0.436,0.495,0.635,0.998,0.69,0.935402530013837,0.266,51660000402
"300",300,0.948,0.728,0.166,0.804,0.104,0.833,0.706,0.447,0.59,0.653,0.963,0.677,0.954957819827447,0.585,51700032133
"301",301,0.941,0.653,0.008,0.6,0,0.09,0.412,0.367,0.474,0.758,0.5,0.851,0.899822082933017,0.085,51053840102
"302",302,0.881,0.721,0.341,0.829,0.059,0.723,0.824,0.488,0.569,0.59,0.996,0.715,1.041003190732,0.181,51059480902
"303",303,0.919,0.67,0.084,0.662,0.061,0.709,0.456,0.455,0.559,0.63,0.571,0.701,0.865200069877024,0.346,51650012000
"304",304,0.918,0.699,0.065,0.724,0.037,0.439,0.612,0.55,0.643,0.659,0.944,0.837,0.988340319596579,0.333,51177020305
"305",305,0.897,0.672,0.058,0.627,0.057,0.575,0.768,0.37,0.559,0.705,0.337,0.707,0.906952146248467,0.388,51003011302
"306",306,0.946,0.725,0.055,0.686,0.087,0.67,0.619,0.079,0.443,0.626,0.987,0.68,0.907370263401245,0.285,51710006502
"307",307,0.822,0.614,0.011,0.62,0.002,0.18,0.088,0.425,0.38,0.818,0.498,0.763,0.857813906443296,0.138,51139030401
"308",308,0.988,0.859,0.304,0.84,0.159,0.845,0.631,0.581,0.58,0.435,0.995,0.767,1.00196625287807,0.587,51510200704
"309",309,0.923,0.706,0.16,0.86,0.119,0.69,0.769,0.445,0.569,0.672,0.99,0.741,1.00576237054022,0.457,51810045605
"310",310,0.908,0.637,0.08,0.682,0.044,0.558,0.456,0.379,0.58,0.452,0.916,0.772,0.871072310473711,0.216,51087201206
"311",311,0.934,0.787,0.259,0.832,0.043,0.636,0.881,0.545,0.58,0.609,1,0.678,1.02812782260576,0.46,51059482507
"312",312,0.842,0.64,0.254,0.719,0.122,0.728,0.85,0.4,0.58,0.545,0.979,0.701,1.00063976296456,0.138,51059452200
"313",313,0.915,0.706,0.312,0.792,0.068,0.657,0.908,0.428,0.611,0.609,0.982,0.711,1.02837309425716,0.211,51059481202
"314",314,0.94,0.612,0.01,0.532,0.001,0.311,0.562,0.337,0.538,0.785,0.159,0.716,0.831951927318262,0.191,51183870300
"315",315,0.925,0.731,0.324,0.747,0.262,0.685,0.838,0.415,0.675,0.411,0.999,0.672,0.986029578860713,0.425,51510200305
"316",316,0.876,0.641,0.01,0.485,0.001,0.335,0.594,0.278,0.295,0.843,0.51,0.785,0.927366136498922,0.053,51131930100
"317",317,0.937,0.656,0.062,0.671,0.025,0.602,0.556,0.446,0.538,0.491,0.921,0.816,0.910876585787657,0.154,51087201204
"318",318,0.939,0.669,0.069,0.661,0.066,0.561,0.525,0.314,0.569,0.7,0.944,0.438,0.833196530754323,0.32,51650010701
"319",319,0.931,0.686,0.051,0.737,0.043,0.515,0.725,0.398,0.517,0.676,0.869,0.844,0.976244933438708,0.398,51700032124
"320",320,0.955,0.664,0.031,0.642,0.009,0.224,0.581,0.393,0.443,0.734,0.902,0.754,0.927575222907644,0.199,51800075504
"321",321,0.834,0.651,0.289,0.804,0.138,0.755,0.806,0.448,0.569,0.5,0.992,0.724,1.0200006868402,0.083,51059450200
"322",322,0.944,0.8,0.463,0.837,0.233,0.775,0.806,0.48,0.633,0.349,1,0.777,1.04887092664711,0.29,51013103800
"323",323,0.988,0.862,0.326,0.716,0.103,0.876,0.519,0.279,0.538,0.523,0.988,0.754,0.979524692518518,0.261,51610500300
"324",324,0.929,0.695,0.106,0.659,0.059,0.321,0.666,0.283,0.715,0.642,0.981,0.68,0.92368655532364,0.393,51630000201
"325",325,0.961,0.738,0.176,0.512,0.051,1,0.544,0.199,0.538,0.537,0.749,0.787,0.850626075189757,0.703,51770001100
"326",326,0.976,0.711,0.17,0.742,0.068,0.596,0.744,0.468,0.548,0.597,1,0.864,1.02048052317236,0.1,51059415300
"327",327,0.861,0.623,0.097,0.636,0.098,0.75,0.212,0.424,0.569,0.666,0.944,0.697,0.871837587076405,0.23,51700030500
"328",328,0.911,0.743,0.335,0.767,0.132,0.632,0.856,0.458,0.548,0.417,0.984,0.724,1.00141628426608,0.365,51510200302
"329",329,0.924,0.722,0.107,0.714,0.067,0.665,0.8,0.351,0.59,0.628,0.991,0.775,1.01313487341716,0.122,51059416000
"330",330,0.898,0.606,0.035,0.507,0.019,0.358,0.313,0.208,0.443,0.65,0.926,0.63,0.809594890642527,0.117,51690000200
"331",331,0.906,0.774,0.138,0.515,0.016,0.294,0.856,0.486,0.58,0.616,0.959,0.714,1.01690438809826,0.167,51107611018
"332",332,0.836,0.666,0.314,0.779,0.18,0.697,0.838,0.41,0.643,0.405,0.997,0.446,0.932504308811574,0.204,51059452502
"333",333,0.901,0.667,0.151,0.729,0.099,0.718,0.744,0.358,0.538,0.604,1,0.716,0.97110898465899,0.206,51710006100
"334",334,0.86,0.71,0.011,0.49,0.023,0.713,0.4,0.375,0.538,0.718,0.758,0.727,0.902004546168216,0.289,51005070100
"335",335,0.99,0.688,0.072,0.803,0.067,0.267,0.724,0.615,0.506,0.515,0.583,0.738,0.901117040657069,0.465,51710000901
"336",336,0.898,0.693,0.102,0.735,0.113,0.683,0.794,0.428,0.527,0.656,0.993,0.716,0.992194374978518,0.372,51810044807
"337",337,0.929,0.685,0.137,0.692,0.146,0.584,0.706,0.523,0.538,0.614,0.999,0.705,0.971570926627229,0.321,51810046221
"338",338,0.958,0.806,0.124,0.485,0.157,0.685,0.7,0.121,0.601,0.657,0.556,0.723,0.908624894233057,0.647,51540000600
"339",339,0.986,0.874,0.62,0.819,0.597,0.952,0.656,0.511,0.559,0.377,0.998,0.691,1.09712153536722,0.251,51013101405
"340",340,0.941,0.677,0.012,0.57,0.001,0.264,0.356,0.352,0.516,0.781,0.602,0.821,0.890071107141431,0.214,51137110301
"341",341,0.924,0.68,0.073,0.69,0.028,0.594,0.644,0.402,0.464,0.581,0.829,0.858,0.956093879852893,0.193,51550021405
"342",342,0.976,0.836,0.28,0.818,0.345,0.786,0.775,0.524,0.601,0.599,1,0.78,1.09478788501331,0.398,51059481104
"343",343,0.904,0.695,0.07,0.765,0.044,0.569,0.806,0.384,0.527,0.697,0.959,0.728,0.994422841711138,0.287,51810044202
"344",344,0.953,0.743,0.203,0.529,0.072,0.542,0.806,0.389,0.538,0.557,0.913,0.718,0.975004102878644,0.112,51059431601
"345",345,0.895,0.658,0.088,0.717,0.057,0.645,0.906,0.393,0.559,0.666,0.993,0.845,1.03180645441305,0.229,51153901203
"346",346,0.926,0.669,0.085,0.574,0.046,0.48,0.381,0.463,0.506,0.698,0.936,0.805,0.925395716342624,0.194,51161030207
"347",347,0.962,0.677,0.062,0.66,0.063,0.36,0.569,0.479,0.495,0.708,0.979,0.776,0.955926023156219,0.198,51550021602
"348",348,0.891,0.646,0.016,0.591,0.002,0.366,0.5,0.382,0.337,0.778,0.406,0.751,0.889136473570781,0.156,51057950700
"349",349,0.929,0.649,0.112,0.581,0.07,0.567,0.565,0.409,0.558,0.677,0.889,0.744,0.923814040574439,0.2,51700031300
"350",350,0.867,0.689,0.022,0.596,0.016,0.528,0.456,0.323,0.358,0.686,0.935,0.729,0.924739339800353,0.135,51083930800
"351",351,0.895,0.775,0.461,0.603,0.067,0.915,0.806,0.118,0.633,0.277,0.918,0.652,0.906810410792686,0.442,51760030502
"352",352,0.963,0.785,0.188,0.723,0.044,0.612,0.65,0.416,0.548,0.621,1,0.835,1.02195245141217,0.169,51059490101
"353",353,0.916,0.668,0.099,0.77,0.073,0.429,0.756,0.504,0.527,0.623,0.657,0.844,0.988129506073175,0.221,51810040403
"354",354,0.919,0.684,0.077,0.635,0.031,0.434,0.581,0.362,0.495,0.617,0.953,0.616,0.888509018684101,0.272,51840000302
"355",355,0.81,0.597,0.103,0.608,0.038,0.567,0.655,0.313,0.6,0.543,0.742,0.689,0.88938087539219,0.227,51760070901
"356",356,0.894,0.73,0.117,0.59,0.088,0.763,0.656,0.198,0.432,0.64,0.972,0.671,0.927517642265621,0.416,51660000204
"357",357,0.955,0.809,0.312,0.751,0.197,0.895,0.35,0.105,0.559,0.317,1,0.777,0.898794416441931,0.377,51760040500
"358",358,0.956,0.806,0.564,0.871,0.199,0.855,0.694,0.491,0.633,0.399,1,0.789,1.04075877052922,0.369,51013102500
"359",359,0.895,0.669,0.096,0.735,0.042,0.572,0.437,0.387,0.622,0.599,0.971,0.735,0.885429138988565,0.571,51087200807
"360",360,0.95,0.7,0.047,0.755,0.005,0.386,0.8,0.478,0.58,0.654,0.961,0.764,0.997132185443972,0.123,51153901014
"361",361,0.879,0.601,0.01,0.565,0.001,0.096,0.525,0.374,0.327,0.75,0.142,0.857,0.885260322187828,0.078,51089010500
"362",362,0.921,0.632,0.13,0.64,0.077,0.644,0.544,0.495,0.548,0.501,0.808,0.701,0.877849880252841,0.199,51550020400
"363",363,0.898,0.656,0.011,0.613,0.001,0.288,0.55,0.399,0.495,0.797,0.535,0.77,0.92255706648588,0.174,51109950201
"364",364,0.891,0.638,0.07,0.501,0.016,0.302,0.425,0.388,0.495,0.636,0.968,0.725,0.871323514771135,0.326,51069051102
"365",365,0.946,0.757,0.023,0.376,0.036,0.437,0.469,0.004,0.495,0.748,0.93,0.767,0.869430041579717,0.613,51750010102
"366",366,0.949,0.847,0.354,0.854,0.124,0.805,0.806,0.569,0.601,0.347,0.981,0.8,1.04616378213902,0.375,51059461606
"367",367,0.889,0.626,0.236,0.557,0.084,0.864,0.181,0.367,0.59,0.518,1,0.686,0.837467395959335,0.111,51760020300
"368",368,0.885,0.618,0.041,0.731,0.043,0.565,0.819,0.47,0.569,0.684,1,0.709,0.976931716685557,0.2,51700032226
"369",369,0.958,0.689,0.109,0.753,0.141,0.645,0.869,0.46,0.485,0.697,0.998,0.8,1.02231822899377,0.387,51810045809
"370",370,0.96,0.7,0.273,0.713,0.126,0.791,0.575,0.389,0.558,0.472,0.995,0.73,0.924728301357182,0.266,51760041400
"371",371,0.942,0.722,0.095,0.844,0.086,0.705,0.731,0.572,0.559,0.557,0.988,0.723,0.957160650167273,0.627,51810044805
"372",372,0.911,0.632,0.005,0.428,0.001,0.171,0.2,0.363,0.38,0.789,0.475,0.673,0.797793516171206,0.172,51195931100
"373",373,0.884,0.685,0.14,0.751,0.164,0.692,0.681,0.469,0.569,0.654,0.975,0.698,0.993040787422022,0.275,51810040405
"374",374,0.963,0.836,0.277,0.742,0.073,1,0.544,0.383,0.506,0.508,0.972,0.752,0.954445816936042,0.537,51710003600
"375",375,0.858,0.665,0.113,0.685,0.021,0.716,0.755,0.462,0.516,0.625,0.975,0.649,0.958370918894605,0.225,51770000300
"376",376,0.943,0.781,0.044,0.494,0.088,0.613,0.575,0.035,0.453,0.635,1,0.7,0.877661640791819,0.693,51121020401
"377",377,0.92,0.743,0.131,0.757,0.014,0.563,0.588,0.487,0.558,0.625,0.995,0.752,0.980394763289758,0.245,51041100920
"378",378,0.96,0.874,0.925,0.862,0.318,0.725,0.419,0.293,0.643,0.282,1,0.818,1.04741141363308,0.245,51013101703
"379",379,0.984,0.825,0.144,0.785,0.048,0.56,0.681,0.441,0.443,0.632,0.997,0.859,1.02429905794262,0.459,51087200144
"380",380,0.85,0.592,0.09,0.671,0.092,0.461,0.731,0.44,0.548,0.561,0.998,0.579,0.909351346900667,0.188,51840000102
"381",381,0.895,0.63,0.032,0.446,0.014,0.432,0.288,0.303,0.527,0.738,0.804,0.729,0.830976767719287,0.382,51191010502
