blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""518000754012""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1614.00,387.00,789.70,48,57,52,25,31,27,23,26,24,,,1.87,2,2,23839,21316,23503,0,0,0,13492,12211,13202,10188,9258,9945,3303,2954,3257,0,0,0,0,0,0,5.0,5.3,8.92,0.49,7173,73,10888,87,21,99,1407,1228,1384,979,61,39
"""518100438002""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,860.00,305.00,415.99,89,108,97,66,83,72,23,25,24,10.06,7.38,1.89,2,2,22357,19573,22068,2,1,2,13437,11934,13202,10302,9196,10106,3098,2712,3058,37,26,38,35,24,36,3.3,7.5,3.97,0.73,13493,77,15041,87,13,133,1187,3243,3243,,93,7
"""510872004113""","""Richmond, VA""",1.00,582.00,217.00,181.55,55,65,60,32,40,36,22,25,24,10.38,12.41,1.89,2,2,22647,19852,22479,1,1,1,13404,11971,13202,10259,9215,10081,3138,2751,3115,7,5,7,6,4,6,2.8,8.7,1.96,1.20,20941,100,28605,88,8,145,725,1611,1611,,96,4
"""510594525011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,673.00,217.00,513.88,38,46,62,22,28,38,16,18,24,9.04,3.82,2.11,2,2,21677,19268,20222,6,5,5,15101,13414,13203,12069,10718,10376,3005,2671,2802,27,25,25,15,14,14,2.7,8.6,2.26,0.42,35542,100,88232,92,17,84,1241,1695,1695,,92,8
"""510594811063""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3029.00,823.00,439.55,61,73,100,44,55,76,16,18,25,10.74,20.10,2.08,2,2,23009,20284,21483,3,2,2,15104,13397,13203,11900,10574,10214,3190,2812,2977,15,11,12,8,6,6,2.0,8.5,1.72,1.87,25162,97,37413,89,24,121,1148,3401,3451,2300,96,4
"""511970501005""",,1.00,1703.00,553.00,10937.60,62,72,49,27,33,20,35,39,28,11.68,0.59,2.04,2,2,24573,21951,25874,0,0,0,14526,12776,15348,11117,9730,11755,3405,3043,3585,4,3,8,4,2,6,0.9,1.7,0.26,0.05,1603,83,1504,81,129,21,2562,919,919,,88,12
"""511076110051""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2026.00,610.00,304.31,50,61,83,34,42,58,16,18,25,11.45,22.95,2.05,2,2,24164,20951,22394,2,1,1,15103,13560,13205,11713,10639,10084,3350,2904,3103,40,16,17,8,3,3,3.9,6.4,2.86,2.00,19374,62,21262,89,25,88,1414,2615,2658,2279,89,11
"""510853214011""","""Richmond, VA""",1.00,2182.00,805.00,14055.31,60,72,66,34,43,38,26,30,28,11.31,0.65,2.19,2,2,26218,23485,26078,0,0,0,15550,14240,15349,11917,10985,11735,3633,3254,3614,0,0,0,0,0,0,0.4,4.5,0.15,0.06,3442,98,4072,83,169,23,3551,1704,1827,898,87,13
"""511850201002""","""Bluefield, WV-VA""",1.00,1155.00,507.00,7723.31,67,80,49,30,38,21,37,42,28,10.03,0.66,1.97,2,2,23425,20778,25791,0,0,1,13432,12286,15349,10178,9400,11762,3247,2880,3574,8,5,13,7,5,11,0.6,2.0,0.29,0.07,1687,78,1315,80,172,20,3230,927,927,,93,7
"""510890101003""","""Martinsville, VA""",1.00,551.00,298.00,1098.61,69,82,47,36,45,23,33,37,25,8.11,2.20,1.62,1,2,20956,18653,23361,0,0,0,11282,10235,13206,8377,7650,9969,2905,2586,3237,0,0,0,0,0,0,5.6,2.9,0.76,0.27,4588,52,5485,85,26,55,1429,1029,1297,631,60,40
"""510150701002""","""Staunton-Waynesboro, VA""",1.00,964.00,367.00,11006.53,51,59,48,21,27,20,30,33,28,10.15,0.34,2.06,2,2,24615,22156,25642,0,0,0,14656,12937,15139,11237,9859,11577,3411,3071,3553,7,7,9,6,6,7,1.5,2.1,0.66,0.03,1865,87,1521,81,147,9,2360,887,978,607,75,25
"""511850202003""","""Bluefield, WV-VA""",1.00,1470.00,696.00,1405.75,54,64,40,23,29,16,31,35,25,8.54,4.23,1.62,1,2,21358,19013,23639,1,1,1,11342,10255,13207,8370,7609,9920,2961,2636,3276,11,10,11,9,9,10,5.0,4.8,5.21,0.50,2696,60,2977,82,23,84,1330,705,780,547,68,32
"""510594324012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1458.00,452.00,192.82,50,60,81,33,41,57,16,18,25,10.94,25.64,2.08,2,2,23508,20737,21882,4,3,3,15138,13451,13208,11862,10562,10162,3259,2875,3032,18,14,13,10,8,7,2.7,7.9,2.24,2.34,26214,99,23805,88,19,143,1209,2549,2610,2063,89,11
"""510770602013""",,1.00,810.00,463.00,10835.55,58,69,36,21,26,12,37,43,25,7.85,0.34,1.59,1,2,21067,19366,23444,1,2,1,11127,10273,13208,8185,7559,9944,2920,2684,3249,22,30,15,19,25,13,5.6,1.5,0.70,0.04,1302,55,1372,81,82,25,2348,528,694,441,35,65
"""511076103003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2831.00,771.00,8890.31,71,86,118,52,65,89,19,21,28,13.05,1.13,2.36,2,2,27377,24286,25698,1,0,0,17302,15802,15349,13494,12435,11788,3795,3367,3561,13,0,0,3,0,0,0.3,4.7,0.48,0.09,6372,92,7199,85,171,10,2791,4001,4001,,95,5
"""510839303023""",,1.00,1160.00,492.00,25596.52,81,97,56,42,53,28,38,44,28,9.58,0.18,1.98,2,2,23749,21194,25726,0,0,0,13528,12421,15350,10233,9480,11778,3292,2938,3565,3,3,7,3,3,6,1.2,2.1,0.08,0.02,1638,76,1759,81,165,14,3151,1241,1341,701,84,16
"""510270107002""",,1.00,756.00,325.00,11680.21,88,105,53,45,56,25,43,49,28,9.49,0.26,1.89,2,2,21874,19222,25507,0,0,1,12774,11685,15350,9737,9018,11802,3032,2665,3535,5,2,14,4,2,12,1.2,1.1,0.12,0.03,1453,65,1280,81,131,16,2791,1101,1101,,95,5
"""511430105003""","""Danville, VA""",1.00,2026.00,694.00,22966.74,62,74,47,27,33,19,35,41,28,9.29,0.28,1.98,2,2,23640,21180,25882,0,0,0,13525,12413,15351,10248,9477,11764,3277,2936,3587,0,0,0,0,0,0,1.5,1.5,0.21,0.03,1909,84,2396,83,99,19,2251,850,865,779,83,17
"""518100422024""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,737.00,306.00,115.34,64,77,70,41,52,45,23,26,25,9.36,24.83,1.88,2,2,23220,20402,22903,2,1,2,13461,12038,13211,10204,9181,9999,3218,2827,3174,40,30,38,38,29,36,1.9,9.1,2.95,2.65,20799,100,23436,87,23,172,1341,2034,2034,,94,6
"""518100462232""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,715.00,270.00,103.69,59,70,64,36,45,39,23,26,25,9.92,25.82,1.89,2,2,22653,19943,22319,2,2,2,13474,12055,13211,10293,9256,10077,3139,2764,3093,42,36,41,40,34,39,3.3,7.7,2.97,2.60,24153,100,21793,88,9,278,843,1757,1790,1472,90,10
"""510411009101""","""Richmond, VA""",1.00,1174.00,336.00,201.99,48,57,53,26,32,28,22,25,25,10.87,18.09,1.87,2,2,23349,20769,23169,0,0,0,13432,12065,13211,10196,9186,10000,3236,2878,3211,0,0,0,0,0,0,3.5,7.5,2.47,1.66,14465,98,16667,87,12,130,1077,1276,1288,1230,79,21
"""511710405003""",,1.00,3659.00,1434.00,4221.41,51,60,48,25,31,23,26,28,25,9.28,3.15,1.78,2,2,22873,20206,23562,0,0,0,12882,11227,13211,9713,8426,9946,3170,2801,3265,0,0,0,0,0,0,5.4,2.7,3.90,0.34,3694,42,4769,85,48,30,1967,1037,1236,725,61,39
"""515708301003""","""Richmond, VA""",1.00,809.00,314.00,1012.17,51,60,56,28,35,31,22,25,25,9.57,2.97,1.88,2,2,23081,20711,22910,1,1,1,13429,12015,13212,10221,9135,10028,3198,2870,3175,9,10,9,8,8,7,4.1,7.8,2.14,0.31,9173,92,14102,86,12,98,1071,1412,1540,1083,72,28
"""511790102011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2225.00,22.00,32194.71,,,,,,,16,19,25,9.07,0.01,2.06,2,2,24125,21582,22555,1,0,0,15106,13948,13213,11742,10951,10083,3344,2992,3126,20,5,4,3,1,1,6.0,4.8,0.16,0.00,4854,42,5416,84,120,10,2610,,,,32,68
"""511552105001""","""Blacksburg-Christiansburg-Radford, VA""",1.00,1154.00,482.00,8999.05,59,69,51,27,34,23,32,35,28,10.38,0.56,2.08,2,2,24674,22013,25792,0,0,0,14719,12922,15351,11300,9870,11777,3419,3051,3574,0,0,0,0,0,0,1.3,1.2,0.28,0.05,2114,87,1982,82,64,26,2442,1021,1063,658,90,10
"""511930102001""",,1.00,1701.00,604.00,14397.24,62,73,56,31,39,28,31,34,28,11.20,0.47,2.07,2,2,24675,22121,25970,0,0,0,14663,12920,15351,11244,9854,11753,3419,3066,3599,0,0,0,0,0,0,0.8,3.4,0.21,0.04,2812,97,2755,82,120,21,2535,1255,1282,1120,84,16
"""510411002093""","""Richmond, VA""",1.00,3076.00,994.00,623.81,53,63,58,30,38,34,22,25,25,10.56,16.82,1.87,2,2,23227,20350,23079,1,0,1,13413,12016,13216,10193,9196,10017,3219,2820,3198,1,0,1,1,0,1,3.0,8.3,1.83,1.59,15232,82,16794,86,20,88,1341,1513,1512,1523,90,10
"""510594901013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2140.00,661.00,257.85,51,62,84,35,43,60,16,18,25,10.92,28.00,2.08,2,2,23642,20728,21990,3,2,2,15147,13462,13217,11856,10580,10160,3277,2873,3047,13,9,9,7,5,5,2.3,8.5,2.89,2.56,23344,100,35932,89,12,166,897,2672,2672,,98,2
"""515900008003""","""Danville, VA""",1.00,1226.00,541.00,743.86,60,72,46,30,38,21,30,34,25,9.02,6.56,1.64,1,2,21561,19396,23683,0,0,0,11461,10375,13217,8472,7687,9935,2989,2689,3282,0,0,0,0,0,0,4.9,5.2,1.07,0.73,5512,76,7755,85,18,85,1244,964,1185,587,63,37
"""517100066021""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,611.00,235.00,140.01,53,63,58,30,38,33,23,25,25,9.44,15.85,1.90,2,2,22298,19721,21999,3,2,3,13458,11914,13217,10324,9139,10125,3090,2733,3048,44,42,43,42,40,41,2.7,8.1,3.07,1.68,21338,100,14219,86,11,141,1013,1487,1488,1472,93,7
"""510731001001""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,2870.00,978.00,34546.26,59,71,64,32,40,35,27,30,28,11.51,0.33,2.20,2,2,26199,23496,25913,0,0,0,15607,14312,15353,11971,11056,11758,3630,3256,3591,5,0,4,5,0,3,0.9,3.0,0.16,0.03,1930,88,2053,82,154,18,2572,1577,1659,1175,83,17
"""510190304023""","""Lynchburg, VA""",1.00,1064.00,370.00,7634.73,63,74,57,32,40,28,31,34,28,11.33,0.55,2.10,2,2,24882,22105,25833,0,0,0,14860,13068,15353,11412,10004,11773,3448,3064,3580,0,0,0,0,0,0,0.7,2.4,0.07,0.05,2108,78,1915,82,201,23,2939,1272,1272,,90,10
"""516839102013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1223.00,374.00,287.80,42,50,68,25,32,44,16,18,25,9.99,12.98,2.05,2,2,22917,20151,21290,5,4,5,15191,13516,13219,11721,10476,10018,3177,2794,2950,293,246,250,49,41,42,3.8,7.6,3.01,1.30,22080,92,31318,89,8,205,770,1958,1958,,87,13
"""511790104043""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3357.00,1146.00,1038.12,47,56,76,30,38,52,16,18,25,10.36,11.44,2.05,2,2,24504,21814,22947,3,2,2,15164,13575,13220,11703,10503,9991,3397,3024,3180,64,48,49,10,7,7,3.7,7.0,1.70,1.10,9712,86,9684,85,19,79,1189,2326,2513,1730,76,24
"""518100462112""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,820.00,265.00,109.86,53,63,57,30,37,33,23,26,25,9.69,23.36,1.89,2,2,22479,19652,22154,3,2,2,13472,12026,13221,10305,9258,10100,3115,2723,3070,53,45,51,50,42,48,2.7,8.5,2.56,2.41,26883,100,23709,88,9,256,840,1461,1461,,98,2
"""510594308021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1191.00,453.00,298.65,49,59,80,32,40,55,16,18,25,9.32,14.13,2.09,2,2,22806,19876,21175,4,3,3,15112,13466,13221,11930,10694,10273,3162,2755,2934,20,16,14,11,9,8,2.9,7.9,2.34,1.52,31769,83,43050,90,27,71,1824,2484,2470,2676,93,7
"""510594161001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2622.00,947.00,973.12,52,62,85,35,44,60,16,18,25,9.75,9.49,2.08,2,2,23195,20461,21633,6,5,5,15122,13464,13221,11880,10605,10200,3215,2836,2998,27,22,24,15,12,13,2.5,7.8,1.44,0.97,20859,93,19858,87,22,79,1344,2707,2874,1073,91,9
"""510150703001""","""Staunton-Waynesboro, VA""",1.00,2105.00,749.00,18472.54,57,67,54,27,34,25,30,33,28,11.70,0.47,2.10,2,2,24780,22138,25874,0,0,0,14843,13082,15340,11409,10014,11755,3434,3069,3585,0,0,0,0,0,0,1.3,1.1,0.08,0.04,2210,81,2428,83,145,19,2607,1131,1219,744,81,19
"""511970504012""",,1.00,1934.00,731.00,9898.36,61,71,48,26,32,20,35,39,28,10.89,0.80,2.04,2,2,24597,21961,25913,0,0,0,14517,12764,15340,11109,9720,11749,3409,3044,3591,0,0,1,0,0,1,1.2,0.7,0.25,0.07,1674,81,1701,82,110,30,2303,888,934,584,87,13
"""518100454233""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,4491.00,1766.00,2273.14,65,79,71,43,53,46,23,25,25,9.58,7.44,1.87,2,2,23598,20811,23310,0,0,0,13462,11975,13223,10191,9092,9993,3270,2884,3230,0,0,0,0,0,0,2.7,8.8,1.98,0.78,8961,78,27353,88,26,81,950,2085,2056,2359,90,10
"""510411010072""","""Richmond, VA""",1.00,1768.00,654.00,405.39,50,60,55,28,34,31,22,25,25,10.49,16.92,1.88,2,2,23306,20690,23143,1,0,1,13441,12070,13224,10210,9202,10016,3230,2867,3207,1,0,1,1,0,1,4.1,6.1,2.04,1.61,10058,85,7983,85,10,205,694,1376,1389,1326,80,20
"""511076110122""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2571.00,796.00,680.87,64,78,107,48,60,83,16,18,25,10.42,12.18,2.08,2,2,22754,20226,21548,3,2,2,15060,13415,13224,11861,10574,10199,3154,2804,2986,45,37,39,9,7,8,3.0,7.0,2.05,1.17,18184,66,20275,88,52,57,1941,3707,3734,3501,88,12
"""518000751012""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,235.00,102.00,163.99,62,74,67,39,49,43,23,25,25,10.30,6.41,1.90,2,2,22263,18994,21986,4,3,4,13439,11960,13225,10350,9324,10174,3085,2632,3047,4,3,4,4,3,4,4.0,5.2,2.14,0.62,15455,42,14373,88,20,135,1134,1920,1920,,100,0
"""518100462114""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,595.00,255.00,140.82,55,66,60,33,41,35,23,26,25,8.46,15.32,1.90,2,2,22364,19530,22039,3,3,3,13477,12022,13225,10317,9262,10111,3099,2706,3054,61,54,59,58,51,57,2.8,8.4,1.98,1.81,25854,100,24214,88,7,173,713,1594,1594,,100,0
"""518100462111""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,850.00,251.00,124.33,64,77,69,41,51,45,23,26,25,10.49,21.17,1.89,2,2,22591,19799,22264,2,2,2,13479,12057,13225,10301,9273,10094,3130,2744,3085,47,40,45,45,38,43,2.7,8.6,2.33,2.02,26425,100,24920,88,12,216,771,2000,2000,,94,6
"""511539010094""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1837.00,578.00,226.55,44,53,72,28,35,48,16,18,25,10.30,26.27,2.06,2,2,23710,20592,22030,4,3,3,15143,13487,13225,11748,10558,10092,3287,2855,3053,108,74,81,21,14,16,3.7,6.4,2.77,2.55,18480,68,12333,87,15,167,953,2134,2134,,94,6
"""510872011012""","""Richmond, VA""",1.00,1153.00,551.00,397.85,45,53,50,23,28,25,22,25,25,8.58,11.88,1.89,2,2,22201,19407,22091,3,3,3,13384,11896,13226,10288,9191,10145,3076,2689,3061,20,16,20,17,14,17,3.3,6.2,2.65,1.38,15811,56,22456,89,50,84,1476,1130,1180,717,89,11
"""510150711013""","""Staunton-Waynesboro, VA""",1.00,2576.00,1106.00,2097.90,48,56,45,22,28,20,26,28,25,9.22,4.86,1.77,2,2,22461,19902,23523,0,0,0,12745,11105,13227,9630,8346,9962,3112,2759,3260,3,0,6,2,0,5,5.3,2.8,3.05,0.53,4075,49,3787,84,43,73,1289,919,980,823,61,39
"""511770202012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2318.00,819.00,2245.60,37,44,60,21,26,35,16,19,25,10.47,3.82,2.05,2,2,24717,22133,23177,2,2,2,15153,13682,13228,11695,10592,9994,3426,3068,3212,32,22,23,6,4,4,4.5,4.6,1.96,0.36,6201,69,6600,85,50,48,1981,1587,1816,1276,58,42
"""510872001273""","""Richmond, VA""",1.00,1730.00,621.00,390.49,57,68,63,34,43,38,22,25,25,10.50,16.70,1.88,2,2,23269,20536,23105,1,1,1,13434,12034,13229,10204,9185,10022,3224,2846,3202,6,3,5,5,3,4,2.5,8.8,2.09,1.59,17630,100,21285,87,16,131,1127,1706,1706,,89,11
"""510594156002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1160.00,458.00,558.27,61,74,101,44,56,76,16,18,25,8.88,7.28,2.09,2,2,23157,20426,21662,5,4,4,15140,13438,13229,11908,10588,10209,3210,2832,3002,22,19,18,12,10,10,2.0,9.0,1.62,0.82,22247,100,24830,87,15,89,1462,3417,3417,,98,2
"""510594301012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1342.00,457.00,231.60,50,61,83,34,42,58,16,18,25,10.21,20.15,2.09,2,2,23125,20302,21537,5,4,4,15151,13468,13230,11923,10635,10228,3206,2814,2984,22,18,17,12,10,10,2.6,8.1,2.15,1.97,26569,98,29941,89,13,159,1037,2613,2613,,96,4
"""510719304004""","""Blacksburg-Christiansburg-Radford, VA""",1.00,536.00,212.00,155.52,51,59,44,23,29,19,28,30,25,9.19,12.53,1.76,2,2,21568,19651,22447,1,1,1,12605,10945,13230,9602,8203,10107,2989,2724,3110,14,18,12,12,15,10,5.3,1.8,2.20,1.36,1854,98,1797,82,4,317,537,875,932,781,62,38
"""510411004052""","""Richmond, VA""",1.00,910.00,300.00,167.73,44,52,48,21,27,24,22,25,25,10.42,18.64,1.88,2,2,23323,20569,23163,0,0,0,13438,12029,13230,10205,9179,10020,3232,2850,3210,0,0,0,0,0,0,3.5,7.3,2.28,1.79,12118,87,13897,86,10,134,853,1068,1080,981,88,12
"""510594313002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1767.00,587.00,244.66,50,60,82,34,42,58,16,18,25,10.19,24.45,2.09,2,2,23117,20412,21537,4,4,4,15166,13425,13231,11940,10577,10230,3205,2830,2984,22,19,17,12,10,10,2.7,7.4,2.78,2.40,28702,100,26518,89,12,189,976,2594,2586,2733,95,5
"""511076118062""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3086.00,874.00,821.58,53,64,87,37,46,63,16,18,25,11.11,11.81,2.06,2,2,23535,20534,22082,4,3,4,15090,13494,13232,11753,10592,10110,3263,2847,3060,74,55,62,15,11,13,4.5,4.2,4.57,1.06,11297,44,11858,88,23,83,880,2810,2845,2537,89,11
"""518000754053""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,727.00,263.00,4729.63,68,83,74,42,52,46,27,30,28,11.71,0.65,2.20,2,2,26179,23389,25886,0,0,0,15606,14245,15355,11979,11004,11768,3628,3241,3587,0,0,0,0,0,0,0.7,3.5,0.16,0.06,3348,97,3400,83,69,26,3382,2052,2052,,92,8
"""511076114003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1653.00,442.00,213.56,44,53,72,28,35,48,16,18,25,11.36,23.52,2.08,2,2,23236,20345,21586,3,2,2,15171,13489,13234,11892,10627,10200,3221,2820,2991,58,42,43,12,8,9,3.4,6.9,2.39,2.07,24637,87,32192,90,12,123,1117,2151,2210,1469,92,8
"""515900013021""","""Danville, VA""",1.00,901.00,306.00,1406.88,52,62,40,22,28,16,30,34,25,8.59,1.87,1.66,2,2,21034,18815,23190,0,0,0,11487,10417,13235,8571,7808,10021,2916,2608,3214,0,1,0,0,1,0,5.5,4.3,0.75,0.22,5650,67,7765,86,14,85,1047,711,736,669,62,38
"""516500101035""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,854.00,350.00,121.84,46,55,50,23,29,26,23,26,25,9.44,27.11,1.90,2,2,22559,20072,22245,3,3,3,13499,12018,13235,10323,9190,10102,3126,2781,3083,50,47,50,47,44,48,3.8,5.3,3.86,2.87,14780,96,8480,86,8,210,788,1146,1170,1031,83,17
"""510350803003""",,1.00,1120.00,500.00,15427.99,67,80,47,28,35,18,39,44,29,8.81,0.29,1.99,2,2,23855,21198,25673,0,0,1,13613,12456,15361,10300,9513,11792,3307,2938,3558,7,5,12,6,4,10,1.0,1.5,0.20,0.03,1511,73,1372,81,144,15,3061,821,821,,91,9
"""510110403003""","""Lynchburg, VA""",1.00,1168.00,467.00,26777.65,59,70,53,28,35,25,31,34,29,10.53,0.18,2.10,2,2,24788,22099,25713,0,0,1,14881,13127,15361,11439,10060,11788,3435,3063,3563,7,4,10,6,4,8,1.1,2.1,0.06,0.02,1508,75,1561,81,214,15,3601,1122,1211,673,84,16
"""510499302001""",,1.00,742.00,320.00,24447.30,67,81,52,32,39,23,36,41,29,10.88,0.14,2.05,2,2,24728,22393,25777,0,0,0,14019,12933,15361,10588,9823,11784,3428,3104,3572,3,6,5,3,5,4,1.3,2.4,0.05,0.01,1733,88,1760,81,209,14,3782,1033,1092,882,72,28
"""516500103091""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1035.00,415.00,218.34,51,60,55,28,35,31,23,25,25,8.75,16.63,1.91,2,2,21732,19359,21426,4,3,4,13481,11954,13236,10413,9218,10209,3011,2683,2969,57,54,58,54,51,55,3.6,4.9,2.38,1.90,19329,97,19819,89,8,234,684,1376,1406,1188,86,14
"""510411008062""","""Richmond, VA""",1.00,2006.00,668.00,408.28,50,59,55,27,34,30,22,25,25,10.68,17.47,1.88,2,2,23438,20933,23255,0,0,0,13462,12114,13237,10214,9213,10014,3248,2901,3223,1,0,1,0,0,0,3.8,6.8,2.35,1.64,13079,98,12467,86,12,157,949,1365,1351,1407,75,25
"""515500208041""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,3513.00,1531.00,832.08,61,74,67,39,48,42,23,26,25,9.45,17.38,1.89,2,2,22988,19986,22674,1,0,1,13482,12090,13238,10282,9315,10083,3185,2770,3142,15,6,13,14,5,13,3.7,6.9,3.84,1.84,17434,65,17416,88,28,79,1227,1888,1911,1723,88,12
"""511030301004""",,1.00,774.00,384.00,9461.45,57,68,55,30,37,28,27,31,28,8.19,0.33,1.93,2,2,22468,20175,25405,0,0,0,13599,12476,14863,10480,9675,11334,3113,2796,3520,6,5,8,5,4,7,1.9,3.6,0.15,0.04,1972,91,1909,81,58,40,2459,1250,1250,,79,21
"""510411004032""","""Richmond, VA""",1.00,2636.00,952.00,1686.97,60,73,67,38,48,42,22,25,25,10.44,5.89,1.86,2,2,24082,21265,23934,0,0,0,13448,12110,13239,10111,9163,9922,3337,2947,3317,0,0,0,0,0,0,3.9,7.5,1.40,0.56,5670,66,11595,86,28,71,1378,1900,2105,1167,78,22
"""510754003001""","""Richmond, VA""",1.00,1309.00,78.00,1605.53,,,,,,,25,29,28,7.65,0.37,2.12,2,2,25650,22896,25520,0,0,0,15068,13717,14863,11512,10544,11326,3554,3173,3536,2,0,0,2,0,0,1.4,5.5,1.10,0.05,2596,92,3508,82,46,26,2186,,,,90,10
"""511319301002""",,1.00,1739.00,649.00,7910.33,66,79,47,30,38,20,36,42,28,9.81,0.81,1.86,2,2,22622,20289,25424,0,0,0,12733,11666,14863,9597,8854,11340,3136,2812,3523,0,0,0,0,0,0,2.6,0.6,0.44,0.08,2013,77,2188,83,67,27,2002,879,937,694,76,24
"""511076105042""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1884.00,594.00,252.22,54,66,90,38,48,65,16,18,25,10.67,25.13,2.08,2,2,23497,20752,22026,2,1,1,15156,13432,13240,11866,10539,10163,3257,2877,3052,32,17,25,7,3,5,2.3,7.9,2.26,2.36,15746,93,21293,88,14,145,1001,2926,2926,,97,3
"""510090102004""","""Lynchburg, VA""",1.00,2792.00,1028.00,40233.59,54,63,49,24,30,21,30,33,28,10.81,0.28,2.02,2,2,24386,21787,25290,0,0,0,14393,12689,14863,11014,9669,11358,3379,3020,3504,0,0,1,1,0,1,2.4,1.4,0.08,0.03,1795,69,1914,82,138,14,3079,964,1075,653,74,26
"""511059504001""",,1.00,1553.00,558.00,28655.94,77,92,49,37,46,21,40,47,28,10.33,0.20,1.83,2,2,22371,20072,25157,1,2,1,12557,11582,14863,9431,8772,11355,3101,2782,3486,25,27,23,21,23,19,2.0,1.7,0.03,0.02,1141,70,893,79,220,13,4356,951,1146,469,71,29
"""515200204001""","""Kingsport-Bristol-Bristol, TN-VA""",1.00,1109.00,525.00,1759.71,67,80,53,34,43,25,33,37,28,10.03,2.99,1.90,2,2,23193,20845,25227,0,0,0,13018,11722,14864,9803,8833,11368,3215,2889,3496,0,0,0,0,0,0,2.5,0.2,1.23,0.30,3369,89,5477,87,21,72,1377,1132,1101,1324,86,14
"""518000752042""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1840.00,630.00,1498.85,51,61,56,28,35,31,23,26,25,9.73,4.09,1.89,2,2,23381,20732,23054,0,0,0,13520,12270,13247,10279,9397,10052,3240,2873,3195,0,0,0,0,0,0,4.6,4.8,1.31,0.42,11707,63,9631,87,54,47,1460,1390,1690,893,62,38
"""510299302012""","""Charlottesville, VA""",1.00,1543.00,583.00,24930.15,44,51,48,18,22,20,26,28,28,10.59,0.25,2.12,2,2,24778,22043,25522,1,1,1,15546,13690,15135,12079,10614,11567,3435,3054,3537,31,21,31,8,6,8,1.3,2.0,0.17,0.02,1538,73,1686,81,229,14,3378,893,940,689,81,19
