"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"1922","51059470500",0.069,"Census Tract 4705, Fairfax County, Virginia",0.346,0.98,0.792,0.248,0.655,0.029,0.879,0.743,0.516,0.487,0.649,0.998,0.877,0.993,0.869,"Fairfax County",0.872
"1923","51069051001",0.081,"Census Tract 510.01, Frederick County, Virginia",0.252,0.93,0.519,0.041,0.692,0.011,0.263,0.782,0.64,0.408,0.808,0.935,0.877,0.976,0.904,"Frederick County",0.679
"1924","51107611005",0.126,"Census Tract 6110.05, Loudoun County, Virginia",0.314,0.945,0.67,0.108,0.757,0.038,0.774,0.82,0.698,0.579,0.724,0.987,0.877,0.982,0.868,NA,0.738
"1925","51095080404",0.112,"Census Tract 804.04, James City County, Virginia",0.266,0.943,0.67,0.007,0.523,0.002,0.053,0.87,0.754,0.329,0.867,0.874,0.878,0.954,0.801,"James City County",0.723
"1926","51550021016",0.654,"Census Tract 210.16, Chesapeake city, Virginia",0.282,0.993,0.575,0.043,0.565,0.024,0.405,0.867,0.558,0.487,0.869,0.909,0.878,0.97,0.79,"Chesapeake city",0.608
"1927","51061930304",0.072,"Census Tract 9303.04, Fauquier County, Virginia",0.151,0.966,0.642,0.022,0.493,0.001,0.105,0.804,0.685,0.513,0.848,0.919,0.878,0.984,0.921,"Fauquier County",0.628
"1928","51085321300",0.1,"Census Tract 3213, Hanover County, Virginia",0.394,0.925,0.538,0.042,0.718,0.014,0.595,0.874,0.722,0.5,0.727,0.938,0.878,0.965,0.946,"Hanover County",0.632
"1929","51107610202",0.126,"Census Tract 6102.02, Loudoun County, Virginia",0.321,0.935,0.632,0.017,0.804,0.004,0.421,0.685,0.756,0.5,0.838,0.899,0.878,0.993,0.928,"Loudoun County",0.753
"1930","51033030501",0.038,"Census Tract 305.01, Caroline County, Virginia",0.24,0.94,0.481,0.008,0.698,0.003,0.158,0.902,0.743,0.408,0.828,0.814,0.878,0.905,0.87,"Caroline County",0.689
"1931","51161030802",0.191,"Census Tract 308.02, Roanoke County, Virginia",0.27,0.949,0.585,0.04,0.572,0.018,0.737,0.731,0.692,0.461,0.814,0.951,0.879,0.957,0.937,"Roanoke County",0.73
"1932","51550021604",0.654,"Census Tract 216.04, Chesapeake city, Virginia",0.102,0.971,0.604,0.055,0.59,0.018,0.063,0.957,0.542,0.447,0.835,0.998,0.879,0.931,0.907,"Chesapeake city",0.659
"1933","51510200404",0.607,"Census Tract 2004.04, Alexandria city, Virginia",0.266,0.949,0.802,0.272,0.791,0.145,0.411,0.986,0.76,0.553,0.57,0.997,0.88,0.995,0.83,"Alexandria city",0.655
"1934","51041101015",0.048,"Census Tract 1010.15, Chesterfield County, Virginia",0.38,0.919,0.604,0.025,0.653,0.017,0.411,0.886,0.843,0.447,0.826,0.901,0.88,0.969,0.864,"Chesterfield County",0.709
"1935","51077060202",0.091,"Census Tract 602.02, Grayson County, Virginia",0.186,0.939,0.377,0.001,0.451,0,0.458,0.778,0.615,0.382,0.94,0.899,0.88,0.912,0.902,"Grayson County",0.574
"1936","51127700100",0.15,"Census Tract 7001, New Kent County, Virginia",0.438,0.909,0.5,0.011,0.685,0.002,0.568,0.843,0.762,0.447,0.783,0.901,0.88,0.934,0.888,"New Kent County",0.595
"1937","51059430500",0.069,"Census Tract 4305, Fairfax County, Virginia",0.102,0.976,0.604,0.237,0.697,0.03,0.316,0.796,0.834,0.553,0.699,0.927,0.88,0.988,0.951,"Fairfax County",0.784
"1938","51085321100",0.1,"Census Tract 3211, Hanover County, Virginia",0.325,0.926,0.491,0.078,0.593,0.012,0.737,0.905,0.694,0.526,0.713,0.826,0.88,0.966,0.916,"Hanover County",0.608
"1939","51550021005",0.654,"Census Tract 210.05, Chesapeake city, Virginia",0.362,0.93,0.509,0.075,0.552,0.016,0.605,0.959,0.775,0.355,0.848,0.999,0.88,0.901,0.751,"Chesapeake city",0.625
"1940","51059491000",0.069,"Census Tract 4910, Fairfax County, Virginia",0.12,0.974,0.726,0.071,0.724,0.002,0.068,0.84,0.633,0.395,0.765,0.96,0.88,1,0.882,"Fairfax County",0.753
"1941","51041100821",0.048,"Census Tract 1008.21, Chesterfield County, Virginia",0.298,0.941,0.519,0.022,0.527,0.002,0.421,0.894,0.603,0.395,0.815,0.924,0.88,0.96,0.898,"Chesterfield County",0.676
"1942","51073100102",0.086,"Census Tract 1001.02, Gloucester County, Virginia",0.27,0.916,0.462,0.006,0.701,0.001,0.289,0.834,0.787,0.526,0.88,0.846,0.88,0.91,0.942,"Gloucester County",0.574
"1943","51033030502",0.038,"Census Tract 305.02, Caroline County, Virginia",0.311,0.925,0.5,0.007,0.628,0.002,0.211,0.883,0.683,0.487,0.829,0.814,0.881,0.904,0.898,"Caroline County",0.689
"1944","51550021306",0.654,"Census Tract 213.06, Chesapeake city, Virginia",0.142,0.977,0.594,0.022,0.64,0.008,0.063,0.955,1,0.395,0.863,0.972,0.881,0.966,0.813,"Chesapeake city",0.571
"1945","51161030201",0.191,"Census Tract 302.01, Roanoke County, Virginia",0.296,0.937,0.528,0.06,0.626,0.017,0.332,0.927,0.718,0.461,0.812,0.945,0.882,0.901,0.894,"Roanoke County",0.564
"1946","51107610703",0.126,"Census Tract 6107.03, Loudoun County, Virginia",0.318,0.993,0.642,0.028,0.664,0.005,0.605,0.721,0.669,0.461,0.819,0.94,0.882,0.966,0.918,"Loudoun County",0.649
"1947","51041100902",0.048,"Census Tract 1009.02, Chesterfield County, Virginia",0.246,0.993,0.651,0.09,0.678,0.016,0.895,0.815,0.731,0.5,0.729,0.981,0.883,0.965,0.954,"Chesterfield County",0.649
"1948","51059440501",0.069,"Census Tract 4405.01, Fairfax County, Virginia",0.295,0.936,0.698,0.164,0.698,0.023,0.779,0.804,0.784,0.5,0.722,0.992,0.883,0.996,0.865,"Fairfax County",0.851
"1949","51085321004",0.1,"Census Tract 3210.04, Hanover County, Virginia",0.274,0.951,0.594,0.039,0.723,0.015,0.253,0.746,0.761,0.487,0.772,0.972,0.884,0.937,0.944,"Hanover County",0.611
"1950","51085320805",0.1,"Census Tract 3208.05, Hanover County, Virginia",0.193,0.954,0.547,0.06,0.673,0.008,0.353,0.831,0.704,0.421,0.728,0.972,0.884,0.988,0.812,"Hanover County",0.672
"1951","51109950302",0.129,"Census Tract 9503.02, Louisa County, Virginia",0.192,0.933,0.415,0.006,0.754,0.001,0.026,0.885,0.695,0.539,0.883,0.719,0.884,0.847,0.942,"Louisa County",0.578
"1952","51043010200",0.05,"Census Tract 102, Clarke County, Virginia",0.196,0.927,0.538,0.012,0.549,0,0.605,0.786,0.597,0.645,0.86,0.796,0.884,0.968,0.905,"Clarke County",0.557
"1953","51107611811",0.126,"Census Tract 6118.11, Loudoun County, Virginia",0.448,0.988,0.651,0.07,0.778,0.05,0.458,0.538,0.804,0.553,0.755,0.992,0.884,0.993,0.869,NA,0.695
"1954","51135000200",0.16,"Census Tract 2, Nottoway County, Virginia",0.145,0.966,0.425,0.003,0.465,0,0.342,0.903,0.631,0.355,0.901,0.871,0.884,0.85,0.965,"Nottoway County",0.557
"1955","51550021013",0.654,"Census Tract 210.13, Chesapeake city, Virginia",0.293,0.937,0.613,0.032,0.689,0.032,0.411,0.767,0.833,0.289,0.842,0.961,0.885,0.977,0.888,NA,0.632
"1956","51053840400",0.062,"Census Tract 8404, Dinwiddie County, Virginia",0.049,0.985,0.368,0.021,0.34,0.003,0.116,0.787,0.594,0.789,0.789,0.974,0.885,0.677,0.752,"Dinwiddie County",0.385
"1957","51165011900",0.195,"Census Tract 119, Rockingham County, Virginia",0.191,0.957,0.491,0.011,0.635,0.001,0.305,0.778,0.661,0.408,0.898,0.734,0.885,0.902,0.828,"Rockingham County",0.672
"1958","51161031201",0.191,"Census Tract 312.01, Roanoke County, Virginia",0.351,0.932,0.519,0.027,0.645,0.008,0.421,0.658,0.744,0.434,0.828,0.944,0.886,0.932,0.825,"Roanoke County",0.635
"1959","51510201000",0.607,"Census Tract 2010, Alexandria city, Virginia",0.199,0.963,0.755,0.372,0.867,0.087,0.368,0.889,0.748,0.776,0.523,0.971,0.886,1,0.795,"Alexandria city",0.601
"1960","51137110108",0.162,"Census Tract 1101.08, Orange County, Virginia",0.377,0.904,0.519,0.012,0.634,0.009,0.332,0.75,0.704,0.461,0.891,0.881,0.886,0.898,0.878,"Orange County",0.699
"1961","51139030200",0.164,"Census Tract 302, Page County, Virginia",0.272,0.948,0.406,0.007,0.47,0.001,0.695,0.67,0.75,0.5,0.911,0.702,0.886,0.829,0.854,"Page County",0.503
"1962","51165010700",0.195,"Census Tract 107, Rockingham County, Virginia",0.244,0.916,0.425,0.005,0.62,0.001,0.211,0.695,0.713,0.408,0.915,0.752,0.887,0.935,0.87,"Rockingham County",0.699
"1963","51107611102",0.126,"Census Tract 6111.02, Loudoun County, Virginia",0.373,0.993,0.642,0.131,0.758,0.027,0.658,0.882,0.906,0.579,0.698,0.993,0.887,0.987,0.915,"Loudoun County",0.838
"1964","51117930104",0.138,"Census Tract 9301.04, Mecklenburg County, Virginia",0.13,0.966,0.472,0.001,0.439,0.001,0.3,0.936,0.695,0.342,0.878,0.652,0.887,0.936,0.998,"Mecklenburg County",0.574
"1965","51011040101",0.012,"Census Tract 401.01, Appomattox County, Virginia",0.236,0.935,0.462,0.003,0.674,0.001,0.221,0.885,0.736,0.447,0.887,0.726,0.887,0.935,0.918,"Appomattox County",0.524
"1966","51059491102",0.069,"Census Tract 4911.02, Fairfax County, Virginia",0.202,0.935,0.575,0.132,0.692,0.02,0.463,0.864,0.775,0.579,0.745,0.977,0.887,0.994,0.939,"Fairfax County",0.672
"1967","51550021406",0.654,"Census Tract 214.06, Chesapeake city, Virginia",0.169,0.919,0.443,0.058,0.652,0.055,0.316,0.586,0.887,0.566,0.739,0.91,0.887,0.683,0.992,"Chesapeake city",0.449
"1968","51153901507",0.181,"Census Tract 9015.07, Prince William County, Virginia",0.177,0.957,0.566,0.052,0.863,0.021,0.642,0.911,0.788,0.592,0.758,0.93,0.887,0.952,0.887,"Prince William County",0.726
"1969","51177020315",0.21,"Census Tract 203.15, Spotsylvania County, Virginia",0.019,0.997,0.604,0.025,0.743,0,0,0.959,0.849,0.671,0.872,0.875,0.888,0.832,0.915,"Spotsylvania County",0.655
"1970","51059416300",0.069,"Census Tract 4163, Fairfax County, Virginia",0.122,0.977,0.651,0.051,0.691,0.001,0.326,0.917,0.545,0.434,0.762,0.893,0.888,0.98,0.931,"Fairfax County",0.615
"1971","51003010702",0.002,"Census Tract 107.02, Albemarle County, Virginia",0.215,0.954,0.547,0.136,0.675,0.042,0.774,0.965,0.601,0.632,0.809,0.908,0.888,0.857,0.692,"Albemarle County",0.514
"1972","51019030204",0.021,"Census Tract 302.04, Bedford County, Virginia",0.228,0.959,0.509,0.005,0.537,0.001,0.184,0.734,0.678,0.276,0.88,0.863,0.888,0.958,0.918,"Bedford County",0.703
"1973","51019030300",0.021,"Census Tract 303, Bedford County, Virginia",0.247,0.941,0.472,0.003,0.528,0,0.226,0.715,0.67,0.461,0.92,0.951,0.889,0.922,0.897,"Bedford County",0.554
"1974","51059491405",0.069,"Census Tract 4914.05, Fairfax County, Virginia",0.157,0.966,0.736,0.089,0.649,0.03,0.116,0.843,0.8,0.421,0.747,0.977,0.889,0.993,0.919,"Fairfax County",0.655
"1975","51069050402",0.081,"Census Tract 504.02, Frederick County, Virginia",0.159,0.953,0.358,0.007,0.502,0,0.132,0.695,0.778,0.632,0.916,0.958,0.889,0.936,0.953,"Frederick County",0.547
"1976","51059432401",0.069,"Census Tract 4324.01, Fairfax County, Virginia",0.192,0.963,0.717,0.093,0.589,0.033,0.326,0.821,0.849,0.474,0.734,1,0.89,0.994,0.935,NA,0.718
"1977","51059482400",0.069,"Census Tract 4824, Fairfax County, Virginia",0.138,0.996,0.764,0.205,0.71,0.01,0.332,0.845,0.728,0.342,0.705,0.977,0.891,0.991,0.932,"Fairfax County",0.747
"1978","51810045424",0.964,"Census Tract 454.24, Virginia Beach city, Virginia",0.357,0.926,0.623,0.035,0.75,0.007,0.463,0.809,0.64,0.237,0.903,0.887,0.891,0.959,0.913,NA,0.64
"1979","51107611812",0.126,"Census Tract 6118.12, Loudoun County, Virginia",0.144,0.985,0.613,0.087,0.747,0.01,0.016,0.634,0.656,0.605,0.751,0.992,0.891,0.994,0.914,NA,0.671
"1980","51700031800",0.833,"Census Tract 318, Newport News city, Virginia",0.208,0.952,0.67,0.061,0.568,0.013,0.274,0.847,0.515,0.408,0.857,0.914,0.891,0.984,0.917,"Newport News city",0.726
"1981","51145500201",0.172,"Census Tract 5002.01, Powhatan County, Virginia",0.364,0.906,0.491,0.009,0.603,0.002,0.563,0.717,0.607,0.434,0.881,0.847,0.891,0.924,0.943,"Powhatan County",0.611
"1982","51019030101",0.021,"Census Tract 301.01, Bedford County, Virginia",0.455,0.986,0.632,0.012,0.635,0.003,0.411,0.577,0.686,0.329,0.887,0.895,0.892,0.953,0.884,"Bedford County",0.747
"1983","51800075602",0.952,"Census Tract 756.02, Suffolk city, Virginia",0.078,0.963,0.415,0.006,0.651,0,0,0.901,0.681,0.447,0.925,0.987,0.892,0.905,0.954,"Suffolk city",0.622
"1984","51161031202",0.191,"Census Tract 312.02, Roanoke County, Virginia",0.364,0.932,0.594,0.034,0.594,0.012,0.616,0.709,0.642,0.421,0.815,0.953,0.892,0.977,0.925,"Roanoke County",0.672
"1985","51191010200",0.226,"Census Tract 102, Washington County, Virginia",0.311,0.968,0.415,0.01,0.546,0.001,0.405,0.641,0.746,0.434,0.82,0.708,0.892,0.869,0.922,"Washington County",0.591
"1986","51179010206",0.212,"Census Tract 102.06, Stafford County, Virginia",0.346,0.953,0.472,0.036,0.715,0.019,0.7,0.925,0.709,0.645,0.791,0.987,0.892,0.898,0.892,"Stafford County",0.605
"1987","51177020308",0.21,"Census Tract 203.08, Spotsylvania County, Virginia",0.201,0.957,0.519,0.033,0.691,0.016,0.353,0.961,0.649,0.658,0.822,0.927,0.893,0.92,0.884,"Spotsylvania County",0.632
"1988","51059420501",0.069,"Census Tract 4205.01, Fairfax County, Virginia",0.06,0.987,0.726,0.289,0.546,0.256,0.305,0.983,0.697,0.724,0.641,0.835,0.893,0.979,0.857,"Fairfax County",0.804
"1989","51043010102",0.05,"Census Tract 101.02, Clarke County, Virginia",0.253,0.983,0.557,0.013,0.657,0,0.516,0.712,0.671,0.658,0.847,0.911,0.893,0.981,0.932,"Clarke County",0.591
"1990","51019030503",0.021,"Census Tract 305.03, Bedford County, Virginia",0.172,0.955,0.557,0.002,0.293,0.001,0.405,0.818,0.473,0.368,0.866,0.983,0.893,0.959,0.861,"Bedford County",0.642
"1991","51069050806",0.081,"Census Tract 508.06, Frederick County, Virginia",0.253,0.953,0.509,0.02,0.719,0.028,0.079,0.748,0.84,0.461,0.818,0.911,0.893,0.984,0.837,"Frederick County",0.578
"1992","51013100400",0.014,"Census Tract 1004, Arlington County, Virginia",0.254,0.958,0.84,0.451,0.633,0.023,0.553,0.827,0.643,0.395,0.6,0.995,0.894,1,0.905,"Arlington County",0.841
"1993","51121021300",0.143,"Census Tract 213, Montgomery County, Virginia",0.238,0.947,0.594,0.006,0.618,0,0.316,0.695,0.602,0.25,0.88,1,0.894,0.961,0.946,"Montgomery County",0.608
"1994","51179010202",0.212,"Census Tract 102.02, Stafford County, Virginia",0.467,0.893,0.519,0.017,0.647,0.005,0.563,0.742,0.775,0.605,0.869,0.893,0.894,0.921,0.937,"Stafford County",0.635
"1995","51550021101",0.654,"Census Tract 211.01, Chesapeake city, Virginia",0.321,0.939,0.575,0.049,0.685,0.015,0.695,0.832,0.753,0.382,0.83,0.977,0.894,0.952,0.89,"Chesapeake city",0.672
"1996","51121021502",0.143,"Census Tract 215.02, Montgomery County, Virginia",0.252,0.977,0.491,0.004,0.624,0.001,0.237,0.654,0.688,0.355,0.879,1,0.894,0.899,0.892,"Montgomery County",0.598
"1997","51580060200",0.69,"Census Tract 602, Covington city, Virginia",0.179,0.956,0.434,0.012,0.471,0.008,0.789,0.828,0.575,0.434,0.863,0.959,0.895,0.831,0.953,"Covington city",0.486
"1998","51041100208",0.048,"Census Tract 1002.08, Chesterfield County, Virginia",0.137,0.967,0.613,0.056,0.548,0.011,0.405,0.942,0.647,0.5,0.763,0.88,0.895,0.977,0.911,"Chesterfield County",0.679
"1999","51810045805",0.964,"Census Tract 458.05, Virginia Beach city, Virginia",0.075,0.963,0.509,0.127,0.55,0.038,0.068,0.984,0.755,0.474,0.785,0.911,0.895,0.984,0.933,"Virginia Beach city",0.439
"2000","51053840101",0.062,"Census Tract 8401.01, Dinwiddie County, Virginia",0.147,0.923,0.368,0.002,0.406,0,0.089,0.905,0.727,0.5,0.857,0.848,0.895,0.775,0.936,"Dinwiddie County",0.466
"2001","51059461000",0.069,"Census Tract 4610, Fairfax County, Virginia",0.155,0.985,0.717,0.22,0.691,0.031,0.411,0.845,0.659,0.447,0.694,0.978,0.895,0.984,0.855,"Fairfax County",0.662
"2002","51041100936",0.048,"Census Tract 1009.36, Chesterfield County, Virginia",0.252,0.955,0.689,0.062,0.578,0.012,0.3,0.765,0.672,0.289,0.791,0.97,0.895,0.98,0.951,NA,0.7
"2003","51041101013",0.048,"Census Tract 1010.13, Chesterfield County, Virginia",0.235,0.951,0.575,0.029,0.641,0.007,0.095,0.864,0.822,0.421,0.808,0.954,0.896,0.984,0.952,"Chesterfield County",0.716
"2004","51059460600",0.069,"Census Tract 4606, Fairfax County, Virginia",0.251,0.998,0.745,0.336,0.716,0.03,0.489,0.831,0.837,0.461,0.662,0.999,0.896,0.995,0.919,"Fairfax County",0.811
"2005","51121020100",0.143,"Census Tract 201, Montgomery County, Virginia",0.555,0.903,0.538,0.055,0.407,0.362,0.395,0.701,0.663,0.539,0.821,0.005,0.896,1,0.687,"Montgomery County",0.581
"2006","51059492202",0.069,"Census Tract 4922.02, Fairfax County, Virginia",0.423,0.92,0.755,0.08,0.612,0.028,0.579,0.772,0.748,0.434,0.744,0.977,0.896,0.994,0.926,"Fairfax County",0.831
"2007","51059470400",0.069,"Census Tract 4704, Fairfax County, Virginia",0.299,0.995,0.774,0.245,0.594,0.019,0.853,0.752,0.561,0.382,0.657,0.995,0.897,0.992,0.898,"Fairfax County",0.828
"2008","51179010107",0.212,"Census Tract 101.07, Stafford County, Virginia",0.195,0.93,0.538,0.023,0.712,0.004,0.211,0.954,0.722,0.618,0.808,0.958,0.897,0.929,0.879,"Stafford County",0.635
"2009","51019030401",0.021,"Census Tract 304.01, Bedford County, Virginia",0.207,0.94,0.472,0.002,0.499,0.001,0.368,0.794,0.636,0.434,0.88,0.979,0.897,0.897,0.97,"Bedford County",0.554
"2010","51153901235",0.181,"Census Tract 9012.35, Prince William County, Virginia",0.187,0.968,0.651,0.074,0.749,0.021,0.289,0.951,0.745,0.526,0.763,0.986,0.897,1,0.933,"Prince William County",0.639
"2011","51041100935",0.048,"Census Tract 1009.35, Chesterfield County, Virginia",0.262,0.954,0.726,0.044,0.615,0.012,0.368,0.638,0.66,0.211,0.811,0.883,0.898,0.995,0.939,"Chesterfield County",0.709
"2012","51159040200",0.188,"Census Tract 402, Richmond County, Virginia",0.199,0.947,0.368,0.004,0.336,0.001,0.158,0.874,0.725,0.408,0.874,0.67,0.898,0.875,0.811,"Richmond County",0.628
"2013","51153901509",0.181,"Census Tract 9015.09, Prince William County, Virginia",0.433,0.879,0.642,0.029,0.743,0.002,0.563,0.83,0.749,0.526,0.836,0.892,0.898,0.957,0.917,"Prince William County",0.628
"2014","51087200149",0.103,"Census Tract 2001.49, Henrico County, Virginia",0.305,0.988,0.726,0.14,0.68,0.032,0.095,0.614,0.545,0.447,0.78,0.981,0.898,0.996,0.844,"Henrico County",0.75
"2015","51107611813",0.126,"Census Tract 6118.13, Loudoun County, Virginia",0.612,0.899,0.66,0.054,0.779,0.012,0.121,0.453,0.777,0.447,0.817,0.972,0.899,0.992,0.917,"Loudoun County",0.753
"2016","51003011202",0.002,"Census Tract 112.02, Albemarle County, Virginia",0.223,0.945,0.689,0.024,0.626,0.003,0.395,0.83,0.523,0.395,0.889,0.997,0.899,0.98,0.86,"Albemarle County",0.865
"2017","51810041400",0.964,"Census Tract 414, Virginia Beach city, Virginia",0.331,0.938,0.67,0.066,0.614,0.018,0.842,0.779,0.528,0.289,0.783,0.993,0.899,0.951,0.844,"Virginia Beach city",0.706
"2018","51510201500",0.607,"Census Tract 2015, Alexandria city, Virginia",0.26,0.957,0.764,0.401,0.667,0.079,0.668,0.821,0.676,0.526,0.657,0.977,0.899,1,0.853,"Alexandria city",0.625
"2019","51059481500",0.069,"Census Tract 4815, Fairfax County, Virginia",0.141,0.973,0.745,0.156,0.618,0.009,0.326,0.842,0.65,0.408,0.72,0.952,0.9,0.991,0.925,"Fairfax County",0.696
"2020","51059481600",0.069,"Census Tract 4816, Fairfax County, Virginia",0.224,0.956,0.783,0.152,0.685,0.008,0.211,0.805,0.713,0.355,0.714,0.944,0.9,1,0.87,"Fairfax County",0.645
"2021","51059460501",0.069,"Census Tract 4605.01, Fairfax County, Virginia",0.162,0.993,0.717,0.537,0.575,0.024,0.379,0.816,0.76,0.382,0.662,0.96,0.9,0.985,0.916,"Fairfax County",0.72
"2022","51003010602",0.002,"Census Tract 106.02, Albemarle County, Virginia",0.281,0.937,0.708,0.075,0.671,0.02,0.542,0.832,0.677,0.553,0.821,0.999,0.9,0.954,0.816,"Albemarle County",0.669
"2023","51085320803",0.1,"Census Tract 3208.03, Hanover County, Virginia",0.438,0.999,0.679,0.046,0.743,0.019,0.5,0.706,0.82,0.434,0.75,0.958,0.9,0.983,0.922,"Hanover County",0.503
"2024","51153901414",0.181,"Census Tract 9014.14, Prince William County, Virginia",0.325,0.928,0.566,0.051,0.711,0.025,0.537,0.858,0.791,0.513,0.82,0.946,0.901,0.984,0.91,"Prince William County",0.757
"2025","51041100932",0.048,"Census Tract 1009.32, Chesterfield County, Virginia",0.209,0.944,0.613,0.054,0.7,0.026,0.095,0.881,0.621,0.474,0.79,0.949,0.901,0.966,0.944,"Chesterfield County",0.716
"2026","51095080308",0.112,"Census Tract 803.08, James City County, Virginia",0.297,0.93,0.651,0.015,0.678,0.009,0.342,0.768,0.744,0.421,0.864,0.917,0.901,0.953,0.907,"James City County",0.652
"2027","51041100938",0.048,"Census Tract 1009.38, Chesterfield County, Virginia",0.487,0.998,0.67,0.028,0.642,0.012,0.068,0.697,0.34,0.289,0.822,0.97,0.901,0.992,0.711,"Chesterfield County",0.811
"2028","51019030203",0.021,"Census Tract 302.03, Bedford County, Virginia",0.294,0.945,0.594,0.009,0.679,0.003,0.053,0.733,0.74,0.171,0.881,0.863,0.901,0.97,0.889,"Bedford County",0.703
"2029","51199050401",0.236,"Census Tract 504.01, York County, Virginia",0.208,0.958,0.594,0.019,0.622,0.005,0.437,0.804,0.734,0.368,0.826,0.925,0.901,0.945,0.858,"York County",0.645
"2030","51153901417",0.181,"Census Tract 9014.17, Prince William County, Virginia",0.159,0.952,0.594,0.039,0.736,0.001,0.279,0.88,0.658,0.539,0.835,0.926,0.901,0.965,0.887,"Prince William County",0.669
"2031","51009010300",0.01,"Census Tract 103, Amherst County, Virginia",0.205,0.947,0.472,0.006,0.611,0.001,0.142,0.835,0.694,0.461,0.892,0.774,0.902,0.873,0.939,"Amherst County",0.611
"2032","51041100812",0.048,"Census Tract 1008.12, Chesterfield County, Virginia",0.337,0.919,0.528,0.045,0.622,0.014,0.668,0.93,0.722,0.526,0.773,0.787,0.902,0.918,0.874,"Chesterfield County",0.632
