"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"1225","51191010700",0.226,"Census Tract 107, Washington County, Virginia",0.32,0.914,0.425,0.004,0.47,0.001,0.368,0.634,0.586,0.421,0.88,0.737,0.784,0.812,0.933,"Washington County",0.51
"1226","51105950600",0.124,"Census Tract 9506, Lee County, Virginia",0.21,0.908,0.368,0,0.512,0,0.516,0.67,0.635,0.224,0.845,0.657,0.784,0.766,0.983,"Lee County",0.588
"1227","51059491401",0.069,"Census Tract 4914.01, Fairfax County, Virginia",0.306,0.929,0.585,0.13,0.713,0.094,0.858,0.591,0.757,0.684,0.717,0.982,0.784,0.971,0.777,NA,0.714
"1228","51550021009",0.654,"Census Tract 210.09, Chesapeake city, Virginia",0.29,0.943,0.613,0.025,0.655,0.011,0.395,0.711,0.745,0.276,0.909,0.971,0.784,0.953,0.927,NA,0.637
"1229","51800075702",0.952,"Census Tract 757.02, Suffolk city, Virginia",0.225,0.941,0.491,0.012,0.64,0.004,0.595,0.934,0.672,0.513,0.864,0.918,0.784,0.883,0.904,"Suffolk city",0.524
"1230","51035080502",0.041,"Census Tract 805.02, Carroll County, Virginia",0.159,0.954,0.377,0.002,0.562,0.001,0.326,0.747,0.734,0.211,0.887,0.907,0.784,0.89,0.891,"Carroll County",0.564
"1231","51760010500",0.905,"Census Tract 105, Richmond city, Virginia",0.089,0.951,0.5,0.152,0.681,0.037,0.358,0.7,0.583,0.632,0.664,0.761,0.784,0.809,0.974,"Richmond city",0.51
"1232","51041100815",0.048,"Census Tract 1008.15, Chesterfield County, Virginia",0.41,0.894,0.434,0.049,0.721,0.025,0.316,0.806,0.817,0.461,0.749,0.88,0.785,0.936,0.925,NA,0.633
"1233","51087200502",0.103,"Census Tract 2005.02, Henrico County, Virginia",0.132,0.898,0.491,0.221,0.767,0.017,0.668,0.937,0.775,0.566,0.626,0.818,0.785,0.923,0.925,"Henrico County",0.845
"1234","51710003000",0.845,"Census Tract 30, Norfolk city, Virginia",0.119,0.925,0.557,0.138,0.788,0.041,0.474,0.849,0.689,0.526,0.713,0.982,0.785,0.798,0.908,"Norfolk city",0.439
"1235","51149850302",0.176,"Census Tract 8503.02, Prince George County, Virginia",0.305,0.931,0.519,0.013,0.68,0.003,0.263,0.859,0.714,0.5,0.767,0.845,0.785,0.912,0.888,"Prince George County",0.76
"1236","51800075503",0.952,"Census Tract 755.03, Suffolk city, Virginia",0.15,0.971,0.547,0.033,0.632,0.01,0.274,0.864,0.624,0.421,0.832,0.952,0.785,0.853,0.839,"Suffolk city",0.453
"1237","51031020900",0.036,"Census Tract 209, Campbell County, Virginia",0.255,0.918,0.358,0.002,0.512,0.001,0.616,0.911,0.654,0.5,0.869,0.978,0.785,0.794,0.968,"Campbell County",0.476
"1238","51067020102",0.079,"Census Tract 201.02, Franklin County, Virginia",0.219,0.953,0.547,0.002,0.593,0.001,0.3,0.808,0.339,0.289,0.859,0.993,0.785,0.97,0.948,"Franklin County",0.591
"1239","51800065301",0.952,"Census Tract 653.01, Suffolk city, Virginia",0.098,0.964,0.462,0.037,0.595,0.043,0.511,0.884,0.548,0.645,0.841,0.863,0.785,0.62,0.719,"Suffolk city",0.405
"1240","51161030900",0.191,"Census Tract 309, Roanoke County, Virginia",0.377,0.979,0.566,0.041,0.619,0.009,0.726,0.675,0.489,0.434,0.84,0.885,0.785,0.941,0.915,"Roanoke County",0.747
"1241","51167030202",0.198,"Census Tract 302.02, Russell County, Virginia",0.197,0.956,0.349,0.005,0.468,0.001,0.305,0.756,0.531,0.461,0.887,0.931,0.785,0.694,0.864,"Russell County",0.507
"1242","51059490502",0.069,"Census Tract 4905.02, Fairfax County, Virginia",0.429,0.917,0.67,0.178,0.64,0.016,0.621,0.575,0.748,0.447,0.722,0.986,0.785,1,0.961,"Fairfax County",0.72
"1243","51153901222",0.181,"Census Tract 9012.22, Prince William County, Virginia",0.167,0.937,0.528,0.07,0.627,0.046,0.253,0.939,0.754,0.645,0.751,0.908,0.785,0.97,0.885,"Prince William County",0.642
"1244","51087200407",0.103,"Census Tract 2004.07, Henrico County, Virginia",0.364,0.905,0.519,0.146,0.759,0.067,0.721,0.85,0.698,0.579,0.753,0.842,0.786,0.932,0.775,"Henrico County",0.713
"1245","51059461500",0.069,"Census Tract 4615, Fairfax County, Virginia",0.433,0.924,0.774,0.221,0.707,0.048,0.963,0.705,0.714,0.539,0.68,0.994,0.786,0.994,0.831,"Fairfax County",0.855
"1246","51810045407",0.964,"Census Tract 454.07, Virginia Beach city, Virginia",0.24,0.972,0.481,0.131,0.693,0.032,0.932,0.975,0.753,0.513,0.731,0.987,0.786,0.879,0.9,"Virginia Beach city",0.595
"1247","51069050500",0.081,"Census Tract 505, Frederick County, Virginia",0.327,0.925,0.5,0.023,0.552,0.001,0.7,0.656,0.662,0.461,0.855,0.855,0.786,0.947,0.931,"Frederick County",0.591
"1248","51067020302",0.079,"Census Tract 203.02, Franklin County, Virginia",0.221,0.893,0.481,0.005,0.515,0.001,0.168,0.744,0.637,0.368,0.853,0.777,0.786,0.904,0.958,"Franklin County",0.493
"1249","51059482203",0.069,"Census Tract 4822.03, Fairfax County, Virginia",0.281,0.998,0.764,0.375,0.707,0.191,0.884,0.859,0.58,0.658,0.644,0.997,0.786,0.974,0.673,"Fairfax County",0.831
"1250","51530930602",0.631,"Census Tract 9306.02, Buena Vista city, Virginia",0.178,0.981,0.396,0.01,0.557,0.013,0.779,0.79,0.523,0.263,0.898,0.504,0.786,0.812,0.728,"Buena Vista city",0.645
"1251","51059482301",0.069,"Census Tract 4823.01, Fairfax County, Virginia",0.309,0.934,0.764,0.299,0.66,0.038,0.568,0.842,0.68,0.632,0.694,0.971,0.786,0.974,0.929,"Fairfax County",0.679
"1252","51059460701",0.069,"Census Tract 4607.01, Fairfax County, Virginia",0.205,0.93,0.566,0.277,0.657,0.04,0.589,0.821,0.538,0.526,0.691,0.989,0.786,0.983,0.899,"Fairfax County",0.855
"1253","51195931000",0.231,"Census Tract 9310, Wise County, Virginia",0.133,0.94,0.274,0.003,0.547,0,0.089,0.781,0.597,0.553,0.895,0.53,0.786,0.827,0.916,"Wise County",0.493
"1254","51073100203",0.086,"Census Tract 1002.03, Gloucester County, Virginia",0.224,0.933,0.5,0.01,0.554,0.002,0.747,0.823,0.674,0.513,0.871,0.913,0.786,0.928,0.9,"Gloucester County",0.581
"1255","51187020601",0.222,"Census Tract 206.01, Warren County, Virginia",0.378,0.892,0.462,0.018,0.622,0.01,0.695,0.688,0.677,0.697,0.838,0.854,0.786,0.944,0.821,"Warren County",0.591
"1256","51133020301",0.157,"Census Tract 203.01, Northumberland County, Virginia",0.171,0.929,0.557,0.003,0.414,0.001,0.542,0.937,0.695,0.408,0.903,0.951,0.786,0.966,0.788,"Northumberland County",0.584
"1257","51143011002",0.169,"Census Tract 110.02, Pittsylvania County, Virginia",0.261,0.939,0.425,0.003,0.552,0.001,0.211,0.867,0.408,0.276,0.844,0.759,0.786,0.906,0.915,"Pittsylvania County",0.486
"1258","51013102901",0.014,"Census Tract 1029.01, Arlington County, Virginia",0.189,0.959,0.764,0.369,0.823,0.108,0.658,0.922,0.794,0.697,0.523,0.991,0.786,1,0.803,NA,0.718
"1259","51059451000",0.069,"Census Tract 4510, Fairfax County, Virginia",0.196,0.947,0.566,0.24,0.653,0.038,0.537,0.871,0.723,0.553,0.66,0.998,0.786,0.985,0.868,"Fairfax County",0.571
"1260","51087200305",0.103,"Census Tract 2003.05, Henrico County, Virginia",0.289,0.925,0.519,0.19,0.633,0.027,0.879,0.938,0.606,0.592,0.682,0.891,0.787,0.921,0.869,"Henrico County",0.608
"1261","51059421001",0.069,"Census Tract 4210.01, Fairfax County, Virginia",0.182,0.931,0.557,0.217,0.849,0.034,0.305,0.796,0.808,0.632,0.68,0.999,0.787,0.972,0.969,"Fairfax County",0.581
"1262","51810046017",0.964,"Census Tract 460.17, Virginia Beach city, Virginia",0.182,0.955,0.585,0.107,0.733,0.072,0.405,0.936,0.833,0.553,0.799,0.773,0.787,0.936,0.762,"Virginia Beach city",0.51
"1263","51059480504",0.069,"Census Tract 4805.04, Fairfax County, Virginia",0.114,0.967,0.717,0.178,0.714,0.026,0.358,0.889,0.669,0.553,0.702,1,0.787,0.99,0.919,"Fairfax County",0.693
"1264","51059491501",0.069,"Census Tract 4915.01, Fairfax County, Virginia",0.475,0.903,0.651,0.153,0.756,0.061,0.826,0.22,0.724,0.605,0.662,1,0.787,0.982,0.845,"Fairfax County",0.804
"1265","51059430201",0.069,"Census Tract 4302.01, Fairfax County, Virginia",0.281,0.937,0.651,0.132,0.691,0.053,0.458,0.824,0.791,0.579,0.736,0.936,0.787,0.995,0.891,"Fairfax County",0.831
"1266","51510200703",0.607,"Census Tract 2007.03, Alexandria city, Virginia",0.236,0.984,0.708,0.349,0.811,0.106,0.789,0.909,0.702,0.697,0.528,0.999,0.787,0.971,0.84,"Alexandria city",0.669
"1267","51163930101",0.193,"Census Tract 9301.01, Rockbridge County, Virginia",0.206,0.967,0.481,0.008,0.564,0.002,0.553,0.746,0.626,0.434,0.92,0.918,0.787,0.875,0.881,"Rockbridge County",0.645
"1268","51089010602",0.105,"Census Tract 106.02, Henry County, Virginia",0.249,0.932,0.387,0.008,0.522,0.003,0.5,0.926,0.628,0.263,0.815,0.652,0.788,0.805,0.937,"Henry County",0.598
"1269","51740212900",0.881,"Census Tract 2129, Portsmouth city, Virginia",0.327,0.933,0.434,0.063,0.64,0.027,0.921,0.924,0.711,0.553,0.822,0.997,0.788,0.893,0.938,NA,0.584
"1270","51059432702",0.069,"Census Tract 4327.02, Fairfax County, Virginia",0.269,0.936,0.604,0.141,0.812,0.053,0.605,0.851,0.836,0.632,0.671,0.982,0.788,0.982,0.867,"Fairfax County",0.706
"1271","51049930101",0.057,"Census Tract 9301.01, Cumberland County, Virginia",0.206,0.942,0.396,0.003,0.541,0,0.332,0.881,0.609,0.355,0.903,0.73,0.788,0.914,0.974,"Cumberland County",0.571
"1272","51177020107",0.21,"Census Tract 201.07, Spotsylvania County, Virginia",0.13,0.943,0.566,0.071,0.596,0.017,0.184,0.948,0.744,0.605,0.773,0.944,0.788,0.948,0.87,"Spotsylvania County",0.639
"1273","51087200201",0.103,"Census Tract 2002.01, Henrico County, Virginia",0.178,0.96,0.67,0.132,0.749,0.024,0.647,0.841,0.739,0.474,0.714,0.995,0.788,0.949,0.91,"Henrico County",0.679
"1274","51510201202",0.607,"Census Tract 2012.02, Alexandria city, Virginia",0.221,0.958,0.726,0.387,0.853,0.174,0.647,0.927,0.643,0.632,0.627,0.993,0.788,0.965,0.871,"Alexandria city",0.764
"1275","51107611030",0.126,"Census Tract 6110.30, Loudoun County, Virginia",0.412,0.931,0.585,0.096,0.73,0.054,0.368,0.286,0.794,0.566,0.742,0.991,0.789,0.997,0.752,NA,0.689
"1276","51650010307",0.774,"Census Tract 103.07, Hampton city, Virginia",0.332,0.92,0.528,0.077,0.647,0.024,0.463,0.481,0.787,0.447,0.837,0.927,0.789,0.967,0.896,"Hampton city",0.699
"1277","51003010802",0.002,"Census Tract 108.02, Albemarle County, Virginia",0.145,0.947,0.604,0.097,0.655,0.027,0.537,0.934,0.518,0.592,0.834,0.974,0.789,0.875,0.917,"Albemarle County",0.713
"1278","51041101008",0.048,"Census Tract 1010.08, Chesterfield County, Virginia",0.346,0.927,0.698,0.023,0.71,0.019,0.489,0.766,0.659,0.342,0.831,0.955,0.789,0.99,0.927,"Chesterfield County",0.628
"1279","51095080103",0.112,"Census Tract 801.03, James City County, Virginia",0.182,0.979,0.623,0.032,0.573,0.013,0.447,0.938,0.449,0.447,0.825,0.972,0.79,0.925,0.912,"James City County",0.716
"1280","51143010302",0.169,"Census Tract 103.02, Pittsylvania County, Virginia",0.171,0.942,0.34,0.002,0.452,0,0.342,0.918,0.559,0.368,0.868,0.972,0.79,0.79,0.952,"Pittsylvania County",0.503
"1281","51163930200",0.193,"Census Tract 9302, Rockbridge County, Virginia",0.279,0.477,0.415,0.002,0.508,0,0.384,0.723,0.516,0.408,0.946,0.961,0.79,0.824,0.882,"Rockbridge County",0.662
"1282","51041100919",0.048,"Census Tract 1009.19, Chesterfield County, Virginia",0.415,0.907,0.5,0.055,0.643,0.01,0.684,0.964,0.758,0.539,0.786,0.888,0.79,0.939,0.864,"Chesterfield County",0.632
"1283","51133020100",0.157,"Census Tract 201, Northumberland County, Virginia",0.221,0.934,0.491,0.005,0.52,0.001,0.616,0.856,0.562,0.539,0.876,0.656,0.79,0.877,0.948,"Northumberland County",0.524
"1284","51590001400",0.702,"Census Tract 14, Danville city, Virginia",0.185,0.955,0.481,0.012,0.498,0.003,0.353,0.926,0.572,0.342,0.817,0.845,0.79,0.842,0.883,"Danville city",0.324
"1285","51009010600",0.01,"Census Tract 106, Amherst County, Virginia",0.176,0.938,0.34,0.009,0.585,0.001,0.3,0.934,0.562,0.526,0.877,0.582,0.79,0.761,0.912,"Amherst County",0.52
"1286","51510202001",0.607,"Census Tract 2020.01, Alexandria city, Virginia",0.152,0.973,0.811,0.342,0.652,0.104,0.8,0.851,0.611,0.461,0.608,0.968,0.791,0.992,0.895,"Alexandria city",0.622
"1287","51135000101",0.16,"Census Tract 1.01, Nottoway County, Virginia",0.13,0.959,0.377,0.004,0.387,0.002,0.3,0.844,0.212,0.461,0.843,0.963,0.791,0.854,0.875,"Nottoway County",0.439
"1288","51083930202",0.098,"Census Tract 9302.02, Halifax County, Virginia",0.141,0.961,0.33,0.001,0.368,0,0.237,0.843,0.57,0.447,0.862,0.87,0.791,0.748,0.949,"Halifax County",0.473
"1289","51087200134",0.103,"Census Tract 2001.34, Henrico County, Virginia",0.34,0.916,0.651,0.081,0.638,0.026,0.332,0.819,0.51,0.408,0.776,0.989,0.791,0.965,0.91,"Henrico County",0.679
"1290","51177020307",0.21,"Census Tract 203.07, Spotsylvania County, Virginia",0.194,0.928,0.472,0.037,0.675,0.016,0.247,0.961,0.703,0.697,0.802,0.876,0.791,0.894,0.924,"Spotsylvania County",0.551
"1291","51800075803",0.952,"Census Tract 758.03, Suffolk city, Virginia",0.084,0.981,0.425,0.003,0.619,0.001,0.105,0.958,0.766,0.487,0.921,0.799,0.791,0.84,0.98,"Suffolk city",0.466
"1292","51005080100",0.005,"Census Tract 801, Alleghany County, Virginia",0.22,0.952,0.406,0.001,0.478,0,0.489,0.771,0.613,0.434,0.924,0.999,0.791,0.8,0.938,"Alleghany County",0.676
"1293","51199051100",0.236,"Census Tract 511, York County, Virginia",0.44,0.917,0.623,0.023,0.768,0.011,0.674,0.888,0.779,0.408,0.836,0.982,0.791,0.937,0.871,"York County",0.716
"1294","51087200802",0.103,"Census Tract 2008.02, Henrico County, Virginia",0.11,0.966,0.481,0.113,0.704,0.015,0.184,0.822,0.658,0.592,0.678,0.996,0.791,0.773,0.875,"Henrico County",0.622
"1295","51083930203",0.098,"Census Tract 9302.03, Halifax County, Virginia",0.164,0.952,0.34,0.001,0.503,0,0.384,0.929,0.384,0.539,0.866,0.899,0.791,0.789,0.984,"Halifax County",0.412
"1296","51165010600",0.195,"Census Tract 106, Rockingham County, Virginia",0.258,0.932,0.443,0.011,0.651,0.001,0.195,0.714,0.621,0.408,0.9,0.801,0.792,0.948,0.87,"Rockingham County",0.713
"1297","51171040201",0.203,"Census Tract 402.01, Shenandoah County, Virginia",0.198,0.933,0.462,0.002,0.612,0,0.316,0.724,0.644,0.382,0.962,0.994,0.792,0.903,0.759,"Shenandoah County",0.618
"1298","51185020700",0.219,"Census Tract 207, Tazewell County, Virginia",0.173,0.94,0.425,0.003,0.526,0.001,0.368,0.788,0.677,0.329,0.935,0.997,0.792,0.826,0.924,"Tazewell County",0.301
"1299","51171040300",0.203,"Census Tract 403, Shenandoah County, Virginia",0.24,0.937,0.387,0.006,0.651,0.001,0.221,0.729,0.606,0.421,0.901,0.701,0.793,0.924,0.891,"Shenandoah County",0.584
"1300","51059481702",0.069,"Census Tract 4817.02, Fairfax County, Virginia",0.307,0.939,0.679,0.263,0.747,0.04,0.579,0.704,0.566,0.658,0.7,0.978,0.793,0.996,0.834,"Fairfax County",0.703
"1301","51680001800",0.809,"Census Tract 18, Lynchburg city, Virginia",0.144,0.977,0.575,0.055,0.63,0.011,0.326,0.887,0.731,0.539,0.792,0.978,0.793,0.991,0.722,"Lynchburg city",0.726
"1302","51067020501",0.079,"Census Tract 205.01, Franklin County, Virginia",0.261,0.927,0.462,0.007,0.583,0.001,0.253,0.755,0.671,0.382,0.89,0.965,0.793,0.892,0.957,"Franklin County",0.537
"1303","51107611702",0.126,"Census Tract 6117.02, Loudoun County, Virginia",0.18,0.943,0.613,0.209,0.825,0.02,0.142,0.733,0.852,0.592,0.649,0.99,0.793,0.959,0.828,"Loudoun County",0.814
"1304","51075400102",0.088,"Census Tract 4001.02, Goochland County, Virginia",0.229,0.954,0.604,0.064,0.549,0.001,0.3,0.84,0.523,0.434,0.809,0.887,0.793,0.96,0.865,"Goochland County",0.716
"1305","51059440800",0.069,"Census Tract 4408, Fairfax County, Virginia",0.385,0.931,0.67,0.182,0.623,0.025,0.695,0.754,0.671,0.513,0.703,0.938,0.793,0.994,0.853,"Fairfax County",0.747
"1306","51165011500",0.195,"Census Tract 115, Rockingham County, Virginia",0.392,0.919,0.585,0.029,0.576,0.016,0.621,0.64,0.587,0.513,0.858,0.98,0.793,0.95,0.852,"Rockingham County",0.686
"1307","51043010300",0.05,"Census Tract 103, Clarke County, Virginia",0.182,0.926,0.519,0.012,0.709,0.001,0.158,0.765,0.642,0.684,0.883,0.997,0.793,0.972,0.908,"Clarke County",0.753
"1308","51153901011",0.181,"Census Tract 9010.11, Prince William County, Virginia",0.388,0.907,0.547,0.057,0.734,0.036,0.526,0.724,0.734,0.605,0.765,0.874,0.793,0.985,0.881,"Prince William County",0.686
"1309","51810041004",0.964,"Census Tract 410.04, Virginia Beach city, Virginia",0.242,0.964,0.406,0.164,0.691,0.047,0.937,0.932,0.816,0.566,0.762,0.932,0.793,0.884,0.835,"Virginia Beach city",0.436
"1310","51550020911",0.654,"Census Tract 209.11, Chesapeake city, Virginia",0.189,0.978,0.566,0.146,0.781,0.018,0.358,0.829,0.677,0.553,0.74,0.896,0.794,0.858,0.903,"Chesapeake city",0.514
"1311","51087200148",0.103,"Census Tract 2001.48, Henrico County, Virginia",0.266,0.994,0.764,0.101,0.801,0.017,0.042,0.717,0.763,0.461,0.779,0.981,0.794,0.985,0.869,"Henrico County",0.75
"1312","51810041801",0.964,"Census Tract 418.01, Virginia Beach city, Virginia",0.311,0.895,0.538,0.05,0.783,0.048,0.842,0.784,0.614,0.618,0.721,0.997,0.794,0.969,0.799,"Virginia Beach city",0.618
"1313","51087200301",0.103,"Census Tract 2003.01, Henrico County, Virginia",0.109,0.944,0.566,0.257,0.583,0.036,0.411,0.913,0.614,0.513,0.604,0.999,0.794,0.987,0.776,"Henrico County",0.547
"1314","51059480302",0.069,"Census Tract 4803.02, Fairfax County, Virginia",0.255,0.948,0.802,0.269,0.67,0.009,0.411,0.747,0.454,0.395,0.701,0.98,0.794,1,0.923,"Fairfax County",0.821
"1315","51013101402",0.014,"Census Tract 1014.02, Arlington County, Virginia",0.153,0.965,0.755,0.569,0.823,0.146,0.589,0.881,0.621,0.553,0.604,0.95,0.794,1,0.739,"Arlington County",0.676
"1316","51041100921",0.048,"Census Tract 1009.21, Chesterfield County, Virginia",0.377,0.902,0.585,0.104,0.694,0.035,0.726,0.877,0.701,0.579,0.752,0.922,0.794,0.959,0.867,"Chesterfield County",0.611
"1317","51099040301",0.117,"Census Tract 403.01, King George County, Virginia",0.317,0.934,0.491,0.012,0.66,0.002,0.116,0.847,0.767,0.658,0.859,0.846,0.794,0.886,0.762,"King George County",0.429
"1318","51153900202",0.181,"Census Tract 9002.02, Prince William County, Virginia",0.267,0.891,0.302,0.091,0.825,0.046,0.695,0.916,0.805,0.671,0.653,0.822,0.795,0.937,0.894,"Prince William County",0.659
"1319","51085320500",0.1,"Census Tract 3205, Hanover County, Virginia",0.196,0.957,0.575,0.024,0.559,0.001,0.511,0.794,0.641,0.368,0.812,0.811,0.795,0.95,0.844,"Hanover County",0.591
"1320","51740212500",0.881,"Census Tract 2125, Portsmouth city, Virginia",0.147,0.922,0.425,0.074,0.589,0.022,0.342,0.714,0.666,0.579,0.707,0.992,0.795,0.65,0.938,"Portsmouth city",0.341
"1321","51179010106",0.212,"Census Tract 101.06, Stafford County, Virginia",0.208,0.931,0.566,0.025,0.668,0.001,0.395,0.935,0.588,0.566,0.818,0.855,0.795,0.917,0.844,"Stafford County",0.628
"1322","51153901228",0.181,"Census Tract 9012.28, Prince William County, Virginia",0.365,0.918,0.5,0.055,0.755,0.041,0.616,0.817,0.794,0.618,0.785,0.934,0.796,0.981,0.911,"Prince William County",0.622
"1323","51143011200",0.169,"Census Tract 112, Pittsylvania County, Virginia",0.155,0.904,0.387,0.008,0.651,0.001,0.358,0.934,0.593,0.368,0.821,0.622,0.796,0.786,0.955,"Pittsylvania County",0.476
"1324","51143010900",0.169,"Census Tract 109, Pittsylvania County, Virginia",0.195,0.93,0.415,0.005,0.597,0,0.184,0.89,0.744,0.342,0.847,0.657,0.796,0.925,0.897,"Pittsylvania County",0.446
"1325","51059471203",0.069,"Census Tract 4712.03, Fairfax County, Virginia",0.17,0.923,0.774,0.422,0.707,0.108,0.279,0.817,0.602,0.632,0.61,0.983,0.796,1,0.622,"Fairfax County",0.845
"1326","51540000800",0.642,"Census Tract 8, Charlottesville city, Virginia",0.214,0.974,0.623,0.125,0.713,0.018,0.816,0.912,0.596,0.579,0.763,0.995,0.796,0.954,0.82,"Charlottesville city",0.713
"1327","51069050100",0.081,"Census Tract 501, Frederick County, Virginia",0.419,0.911,0.462,0.017,0.675,0.003,0.632,0.641,0.79,0.487,0.825,0.772,0.796,0.952,0.884,"Frederick County",0.591
"1328","51085320400",0.1,"Census Tract 3204, Hanover County, Virginia",0.325,0.925,0.538,0.047,0.713,0.002,0.358,0.862,0.652,0.474,0.776,0.884,0.796,0.929,0.915,"Hanover County",0.639
"1329","51173030701",0.205,"Census Tract 307.01, Smyth County, Virginia",0.304,0.919,0.425,0.003,0.46,0.002,0.711,0.656,0.609,0.342,0.884,0.788,0.797,0.867,0.872,"Smyth County",0.51
"1330","51059450601",0.069,"Census Tract 4506.01, Fairfax County, Virginia",0.27,0.915,0.604,0.281,0.723,0.029,0.911,0.774,0.578,0.539,0.666,0.999,0.797,0.985,0.893,"Fairfax County",0.804
"1331","51036600300",0.042,"Census Tract 6003, Charles City County, Virginia",0.116,0.952,0.453,0.006,0.52,0,0.379,0.932,0.618,0.526,0.877,0.976,0.797,0.861,0.913,"Charles City County",0.439
"1332","51775010501",0.923,"Census Tract 105.01, Salem city, Virginia",0.188,0.981,0.538,0.059,0.587,0.012,0.632,0.794,0.491,0.5,0.773,0.906,0.797,0.946,0.878,"Salem city",0.618
"1333","51059452000",0.069,"Census Tract 4520, Fairfax County, Virginia",0.189,0.953,0.538,0.248,0.657,0.026,0.458,0.805,0.629,0.632,0.615,0.927,0.797,0.974,0.951,"Fairfax County",0.895
"1334","51165010400",0.195,"Census Tract 104, Rockingham County, Virginia",0.136,0.952,0.377,0.005,0.634,0,0.226,0.762,0.462,0.474,0.895,0.778,0.797,0.878,0.917,"Rockingham County",0.537
"1335","51041100818",0.048,"Census Tract 1008.18, Chesterfield County, Virginia",0.285,0.937,0.566,0.044,0.8,0.016,0.3,0.737,0.698,0.447,0.763,0.882,0.797,0.879,0.929,"Chesterfield County",0.811
"1336","51107611011",0.126,"Census Tract 6110.11, Loudoun County, Virginia",0.224,0.917,0.632,0.089,0.81,0.045,0.5,0.839,0.668,0.632,0.699,0.987,0.797,0.984,0.804,"Loudoun County",0.635
"1337","51550020905",0.654,"Census Tract 209.05, Chesapeake city, Virginia",0.207,0.898,0.406,0.145,0.626,0.045,0.353,0.778,0.519,0.605,0.699,0.86,0.798,0.845,0.849,"Chesapeake city",0.568
"1338","51015070601",0.017,"Census Tract 706.01, Augusta County, Virginia",0.176,0.986,0.491,0.014,0.476,0.002,0.463,0.774,0.584,0.368,0.863,0.845,0.798,0.919,0.895,"Augusta County",0.622
"1339","51620090100",0.738,"Census Tract 901, Franklin city, Virginia",0.268,0.945,0.491,0.011,0.591,0.006,0.658,0.832,0.764,0.566,0.882,0.793,0.798,0.821,0.942,"Franklin city",0.541
"1340","51143010100",0.169,"Census Tract 101, Pittsylvania County, Virginia",0.236,0.933,0.302,0.002,0.514,0,0.405,0.92,0.663,0.395,0.869,0.975,0.798,0.806,0.958,"Pittsylvania County",0.486
"1341","51760060501",0.905,"Census Tract 605.01, Richmond city, Virginia",0.122,0.956,0.67,0.176,0.861,0.025,0.511,0.764,0.648,0.592,0.655,0.86,0.798,0.915,0.855,"Richmond city",0.473
"1342","51107611023",0.126,"Census Tract 6110.23, Loudoun County, Virginia",0.389,0.929,0.745,0.106,0.797,0.035,0.647,0.706,0.847,0.487,0.737,0.998,0.798,0.997,0.881,NA,0.727
"1343","51047930202",0.055,"Census Tract 9302.02, Culpeper County, Virginia",0.416,0.892,0.434,0.006,0.624,0.001,0.289,0.725,0.694,0.684,0.898,1,0.798,0.901,0.95,"Culpeper County",0.639
"1344","51119951100",0.141,"Census Tract 9511, Middlesex County, Virginia",0.154,0.933,0.434,0.004,0.448,0.001,0.632,0.903,0.544,0.408,0.902,0.695,0.799,0.827,0.901,"Middlesex County",0.584
"1345","51570830300",0.678,"Census Tract 8303, Colonial Heights city, Virginia",0.136,0.948,0.472,0.035,0.627,0.017,0.5,0.954,0.765,0.553,0.747,0.987,0.799,0.929,0.876,"Colonial Heights city",0.628
"1346","51059471401",0.069,"Census Tract 4714.01, Fairfax County, Virginia",0.233,0.921,0.585,0.291,0.733,0.064,0.447,0.879,0.607,0.605,0.637,0.977,0.799,0.989,0.896,"Fairfax County",0.865
"1347","51810043400",0.964,"Census Tract 434, Virginia Beach city, Virginia",0.143,0.965,0.755,0.023,0.633,0.037,0.516,0.857,0.606,0.237,0.865,0.945,0.799,1,0.83,NA,0.636
"1348","51041100209",0.048,"Census Tract 1002.09, Chesterfield County, Virginia",0.426,0.888,0.5,0.08,0.742,0.019,0.779,0.656,0.749,0.566,0.746,0.969,0.799,0.925,0.95,"Chesterfield County",0.625
"1349","51510200801",0.607,"Census Tract 2008.01, Alexandria city, Virginia",0.225,0.946,0.679,0.343,0.787,0.042,0.647,0.887,0.549,0.461,0.615,0.92,0.799,0.985,0.898,"Alexandria city",0.807
"1350","51139030300",0.164,"Census Tract 303, Page County, Virginia",0.325,0.915,0.406,0.007,0.609,0.004,0.721,0.674,0.699,0.408,0.905,0.822,0.799,0.787,0.868,"Page County",0.493
"1351","51760070802",0.905,"Census Tract 708.02, Richmond city, Virginia",0.176,0.852,0.245,0.079,0.585,0.019,0.774,0.656,0.605,0.605,0.681,0.983,0.799,0.671,0.813,"Richmond city",0.416
"1352","51015071202",0.017,"Census Tract 712.02, Augusta County, Virginia",0.225,0.979,0.396,0.011,0.584,0.002,0.289,0.733,0.69,0.434,0.92,0.744,0.8,0.856,0.924,"Augusta County",0.544
"1353","51059422201",0.069,"Census Tract 4222.01, Fairfax County, Virginia",0.231,0.956,0.66,0.091,0.615,0.018,0.458,0.708,0.73,0.526,0.708,0.982,0.8,0.98,0.898,"Fairfax County",0.652
